creatureKey,regulatingCount,batches
92,0,1268
92,1,220
92,2,157
92,3,100
92,4,81
92,5,163
92,6,41
92,7,31
92,8,26
92,9,20
92,10,43
92,11,18
92,12,17
92,13,12
92,14,11
92,15,21
92,16,8
92,17,7
92,18,2
92,19,4
92,20,9
92,21,4
92,22,6
92,23,2
92,24,5
92,25,10
92,26,5
92,27,2
92,28,1
92,29,1
92,30,4
92,31,5
92,32,2
92,33,1
92,34,2
92,35,2
92,36,1
92,38,1
92,40,2
92,41,1
92,42,1
92,43,1
92,44,1
92,45,1
92,50,1
92,51,2
92,52,1
92,55,1
92,60,3
92,64,2
92,65,1
92,70,2
92,71,1
92,75,1
92,79,1
92,80,1
92,83,1
92,86,1
92,130,1
