creatureKey,regulatingCount,batches
91,0,1524
91,1,370
91,2,217
91,3,184
91,4,144
91,5,230
91,6,58
91,7,47
91,8,44
91,9,29
91,10,44
91,11,22
91,12,12
91,13,17
91,14,10
91,15,19
91,16,12
91,17,10
91,18,7
91,19,10
91,20,9
91,21,4
91,22,2
91,23,3
91,24,3
91,25,4
91,26,2
91,27,3
91,28,2
91,29,2
91,30,3
91,31,3
91,32,1
91,33,2
91,34,2
91,35,4
91,36,1
91,37,1
91,38,1
91,39,1
91,41,3
91,42,1
91,43,2
91,45,1
91,46,4
91,48,4
91,52,1
91,56,1
91,60,1
91,61,1
91,62,1
91,64,1
91,65,1
91,67,1
91,68,2
91,112,1
