creatureKey,action_time,action_type,selection_type,target_key
98,1782154250621,SLEEP,RANDOM,98
98,1782154250757,WANDER,RANDOM,98
98,1782154250980,WANDER,RANDOM,98
98,1782154251080,WANDER,RANDOM,98
98,1782154251086,WANDER,RANDOM,98
98,1782154251702,AVOID,AFFORDANCE,20
98,1782154251713,SLEEP,RANDOM,67
98,1782154251716,AVOID,AFFORDANCE,20
98,1782154251748,WANDER,RANDOM,98
98,1782154251762,WANDER,RANDOM,98
98,1782154252617,SLEEP,RANDOM,20
98,1782154252704,WANDER,RANDOM,98
98,1782154252708,SLEEP,RANDOM,98
98,1782154252710,SLEEP,RANDOM,98
98,1782154252711,WANDER,RANDOM,98
98,1782154253299,SLEEP,RANDOM,55
98,1782154253300,APPROACH,RANDOM,22
98,1782154253301,SLEEP,RANDOM,98
98,1782154253314,SLEEP,RANDOM,98
98,1782154253316,APPROACH,RANDOM,55
98,1782154253318,AVOID,RANDOM,67
98,1782154253403,SLEEP,RANDOM,20
98,1782154253408,SLEEP,RANDOM,98
98,1782154253423,SLEEP,RANDOM,98
98,1782154253445,APPROACH,AFFORDANCE,20
98,1782154253447,SLEEP,AFFORDANCE,20
98,1782154253555,APPROACH,AFFORDANCE,20
98,1782154253556,WANDER,RANDOM,98
98,1782154253557,SLEEP,RANDOM,98
98,1782154253561,WANDER,RANDOM,98
98,1782154253576,APPROACH,RANDOM,26
98,1782154253577,SLEEP,RANDOM,54
98,1782154253578,WANDER,RANDOM,98
98,1782154253580,SLEEP,RANDOM,98
98,1782154253581,SLEEP,RANDOM,98
98,1782154253630,APPROACH,RANDOM,67
98,1782154253680,WANDER,RANDOM,98
98,1782154253714,SLEEP,RANDOM,98
98,1782154253715,AVOID,RANDOM,55
98,1782154253718,SLEEP,RANDOM,98
98,1782154253728,AVOID,AFFORDANCE,26
98,1782154253729,SLEEP,RANDOM,98
98,1782154253733,WANDER,RANDOM,98
98,1782154253735,SLEEP,AFFORDANCE,54
98,1782154253736,WANDER,RANDOM,98
98,1782154254128,AVOID,RANDOM,67
98,1782154254154,WANDER,RANDOM,98
98,1782154254187,SLEEP,RANDOM,98
98,1782154254189,SLEEP,RANDOM,67
98,1782154254190,WANDER,RANDOM,98
98,1782154254231,SLEEP,RANDOM,54
98,1782154254232,AVOID,RANDOM,20
98,1782154254351,SLEEP,RANDOM,98
98,1782154254407,SLEEP,AFFORDANCE,67
98,1782154254408,APPROACH,AFFORDANCE,26
98,1782154254409,AVOID,RANDOM,55
98,1782154254410,SLEEP,RANDOM,98
98,1782154254412,SLEEP,RANDOM,98
98,1782154254426,SLEEP,AFFORDANCE,54
