creatureKey,regulatingCount,batches
98,0,1545
98,1,258
98,2,162
98,3,114
98,4,112
98,5,212
98,6,44
98,7,29
98,8,27
98,9,23
98,10,40
98,11,12
98,12,12
98,13,13
98,14,7
98,15,27
98,16,9
98,17,7
98,18,3
98,19,3
98,20,9
98,21,6
98,22,4
98,23,3
98,24,4
98,25,7
98,26,3
98,27,3
98,28,4
98,29,3
98,30,4
98,31,2
98,32,1
98,33,1
98,35,4
98,36,2
98,38,2
98,39,4
98,40,2
98,41,1
98,42,1
98,43,2
98,44,1
98,45,2
98,46,1
98,49,2
98,50,3
98,51,1
98,52,2
98,56,1
98,75,1
98,77,1
98,78,1
98,79,3
98,87,1
98,93,1
98,94,1
98,95,1
98,132,1
