creatureKey,regulatingCount,batches
96,0,1921
96,1,341
96,2,236
96,3,176
96,4,154
96,5,264
96,6,62
96,7,65
96,8,42
96,9,23
96,10,66
96,11,22
96,12,25
96,13,18
96,14,19
96,15,25
96,16,14
96,17,7
96,18,11
96,19,9
96,20,17
96,21,5
96,22,7
96,23,8
96,24,8
96,25,10
96,26,1
96,27,5
96,28,7
96,29,4
96,30,4
96,31,1
96,32,2
96,33,3
96,34,1
96,35,2
96,36,3
96,37,2
96,39,3
96,40,2
96,41,1
96,43,1
96,44,2
96,45,2
96,47,1
96,49,1
96,50,1
96,51,1
96,52,1
96,54,1
96,55,1
96,59,2
96,60,2
96,61,1
96,69,1
96,72,1
96,78,1
96,80,2
96,101,1
96,106,1
96,109,1
