creature_key,onset_cycle,batch_index,batch_size,loss
182,2,0,1,6.332391
182,16,0,16,4.820052
182,16,1,16,3.086827
182,28,0,16,4.809561
182,28,1,16,3.0786796
182,28,2,16,1.0151364
182,28,3,7,4.377558
182,47,0,16,4.7848115
182,47,1,16,3.05642
182,47,2,16,1.0076494
182,47,3,16,1.941237
182,47,4,16,0.87333095
182,47,5,8,4.0900574
182,60,0,16,4.75096
182,60,1,16,3.0265646
182,60,2,16,0.99846864
182,60,3,16,1.9242063
182,60,4,16,0.86537963
182,60,5,8,4.05634
182,73,0,16,4.7001696
182,73,1,16,2.9922683
182,73,2,16,0.9870531
182,73,3,16,1.9030563
182,73,4,16,0.8564268
182,73,5,16,2.0292504
182,73,6,16,0.6464233
182,73,7,10,3.5691376
182,86,0,16,1.7603134
182,86,1,16,2.327231
182,86,2,16,0.48675442
182,86,3,16,2.3988438
182,86,4,16,0.3679292
182,86,5,16,2.514657
182,86,6,16,0.27729017
182,86,7,16,2.5735586
182,100,0,16,1.7426587
182,100,1,16,2.3063655
182,100,2,16,0.4826552
182,100,3,16,2.3826559
182,100,4,16,0.3651924
182,100,5,16,2.500895
182,100,6,16,0.27574673
182,100,7,16,2.5609221
182,112,0,16,1.7350907
182,112,1,16,2.2967918
182,112,2,16,0.48089686
182,112,3,16,2.3722613
182,112,4,16,0.36387607
182,112,5,16,2.4924989
182,112,6,16,0.27495998
182,112,7,16,2.5546005
182,124,0,16,0.63411474
182,124,1,16,2.2053869
182,124,2,16,0.47952256
182,124,3,16,2.3634882
182,124,4,16,0.36239138
182,124,5,16,2.4569497
182,124,6,16,0.27495176
182,124,7,16,2.580364
182,136,0,16,0.63297796
182,136,1,16,2.2019057
182,136,2,16,0.47863457
182,136,3,16,2.3595324
182,136,4,16,0.36180413
182,136,5,16,2.4533684
182,136,6,16,0.27448967
182,136,7,16,2.5751166
182,151,0,16,0.6317875
182,151,1,16,2.1972737
182,151,2,16,0.477784
182,151,3,16,2.355299
182,151,4,16,0.36114064
182,151,5,16,2.4487846
182,151,6,16,0.2739987
182,151,7,16,2.5707603
182,163,0,16,0.6308782
182,163,1,16,2.193363
182,163,2,16,0.47709194
182,163,3,16,2.3521717
182,163,4,16,0.36076292
182,163,5,16,2.4465048
182,163,6,16,0.27367172
182,163,7,16,2.5677807
182,177,0,16,0.6302214
182,177,1,16,2.1871347
182,177,2,16,0.47554493
182,177,3,16,2.3226771
182,177,4,16,0.36127564
182,177,5,16,2.4735425
182,177,6,16,0.2734537
182,177,7,16,2.564923
182,190,0,16,0.62986636
182,190,1,16,2.186025
182,190,2,16,0.4753369
182,190,3,16,2.3216617
182,190,4,16,0.36110315
182,190,5,16,2.471484
182,190,6,16,0.2732617
182,190,7,16,2.563179
182,204,0,16,0.62957895
182,204,1,16,2.1851094
182,204,2,16,0.47513422
182,204,3,16,2.3203387
182,204,4,16,0.3609385
182,204,5,16,2.4708312
182,204,6,16,0.27315205
182,204,7,16,2.5621252
182,216,0,16,0.62757885
182,216,1,16,2.1601214
182,216,2,16,0.47657087
182,216,3,16,2.3472762
182,216,4,16,0.3603471
182,216,5,16,2.46804
182,216,6,16,0.27311152
182,216,7,16,2.564568
182,231,0,16,0.62734824
182,231,1,16,2.159138
182,231,2,16,0.47636378
182,231,3,16,2.3467762
182,231,4,16,0.36024138
182,231,5,16,2.4671733
182,231,6,16,0.27301374
182,231,7,16,2.5635698
182,249,0,16,0.6293591
182,249,1,16,2.1831644
182,249,2,16,0.4757728
182,249,3,16,2.343684
182,249,4,16,0.36047298
182,249,5,16,2.4674485
182,249,6,16,0.27302486
182,249,7,16,2.5637422
182,262,0,16,0.6291758
182,262,1,16,2.1824193
182,262,2,16,0.47559512
182,262,3,16,2.3428395
