creatureKey,action_time,action_type,selection_type,target_key
182,1782743842869,WANDER,RANDOM,182
182,1782743842958,SLEEP,RANDOM,182
182,1782743842975,SLEEP,RANDOM,117
182,1782743842985,SLEEP,RANDOM,182
182,1782743843000,SLEEP,AFFORDANCE,117
182,1782743843107,SLEEP,AFFORDANCE,175
182,1782743843139,SLEEP,RANDOM,117
182,1782743843211,SLEEP,RANDOM,182
182,1782743843268,SLEEP,RANDOM,9
182,1782743843295,SLEEP,AFFORDANCE,175
182,1782743843353,SLEEP,AFFORDANCE,61
182,1782743843356,SLEEP,AFFORDANCE,9
182,1782743843358,SLEEP,RANDOM,182
182,1782743843361,AVOID,AFFORDANCE,117
182,1782743843455,WANDER,RANDOM,182
182,1782743843501,SLEEP,AFFORDANCE,175
182,1782743843532,SLEEP,AFFORDANCE,150
182,1782743843557,SLEEP,RANDOM,182
182,1782743843575,SLEEP,RANDOM,182
182,1782743843612,SLEEP,RANDOM,117
182,1782743843617,SLEEP,AFFORDANCE,117
182,1782743843657,SLEEP,RANDOM,182
182,1782743843664,SLEEP,AFFORDANCE,117
182,1782743843710,SLEEP,RANDOM,182
182,1782743843727,SLEEP,RANDOM,182
182,1782743843750,SLEEP,AFFORDANCE,175
182,1782743843820,APPROACH,AFFORDANCE,150
182,1782743843864,SLEEP,AFFORDANCE,175
182,1782743843952,SLEEP,RANDOM,117
182,1782743843975,SLEEP,RANDOM,182
182,1782743844015,SLEEP,AFFORDANCE,117
182,1782743844017,SLEEP,RANDOM,182
182,1782743844019,SLEEP,RANDOM,9
182,1782743844055,SLEEP,AFFORDANCE,175
182,1782743844073,SLEEP,RANDOM,182
182,1782743844078,SLEEP,AFFORDANCE,175
182,1782743844091,SLEEP,AFFORDANCE,175
182,1782743844094,SLEEP,RANDOM,182
182,1782743844104,SLEEP,AFFORDANCE,175
182,1782743844212,SLEEP,RANDOM,182
182,1782743844463,AVOID,AFFORDANCE,135
182,1782743844467,EAT,AFFORDANCE,175
182,1782743844470,AVOID,AFFORDANCE,175
182,1782743844526,AVOID,AFFORDANCE,175
182,1782743844529,APPROACH,RANDOM,9
182,1782743844531,APPROACH,AFFORDANCE,135
182,1782743844537,SLEEP,RANDOM,182
182,1782743844540,SLEEP,RANDOM,182
182,1782743844542,SLEEP,AFFORDANCE,117
182,1782743844544,SLEEP,AFFORDANCE,135
182,1782743844548,SLEEP,AFFORDANCE,175
182,1782743844640,SLEEP,RANDOM,182
182,1782743844643,SLEEP,AFFORDANCE,175
182,1782743844656,SLEEP,RANDOM,182
182,1782743844658,SLEEP,RANDOM,182
182,1782743844666,SLEEP,AFFORDANCE,117
182,1782743844696,SLEEP,RANDOM,9
182,1782743844723,WANDER,RANDOM,182
182,1782743844743,APPROACH,AFFORDANCE,135
182,1782743844749,SLEEP,RANDOM,182
182,1782743844756,SLEEP,AFFORDANCE,117
182,1782743844856,SLEEP,AFFORDANCE,117
182,1782743844858,SLEEP,RANDOM,182
182,1782743844860,SLEEP,RANDOM,182
182,1782743844915,SLEEP,RANDOM,182
182,1782743844921,SLEEP,AFFORDANCE,175
182,1782743844925,SLEEP,AFFORDANCE,175
182,1782743845012,SLEEP,RANDOM,182
182,1782743845025,SLEEP,AFFORDANCE,150
182,1782743845027,SLEEP,RANDOM,182
182,1782743845047,APPROACH,RANDOM,135
