creatureKey,action_time,action_type,selection_type,target_key
182,1782810170678,WANDER,RANDOM,182
182,1782810170702,SLEEP,RANDOM,182
182,1782810170741,SLEEP,AFFORDANCE,126
182,1782810170780,SLEEP,RANDOM,11
182,1782810170786,SLEEP,RANDOM,182
182,1782810170800,SLEEP,AFFORDANCE,122
182,1782810170808,SLEEP,RANDOM,182
182,1782810170838,SLEEP,RANDOM,122
182,1782810170895,SLEEP,RANDOM,6
182,1782810170998,SLEEP,AFFORDANCE,122
182,1782810171010,SLEEP,AFFORDANCE,122
182,1782810171099,SLEEP,AFFORDANCE,122
182,1782810171132,WANDER,RANDOM,182
182,1782810171176,WANDER,RANDOM,182
182,1782810171195,WANDER,RANDOM,182
182,1782810171247,APPROACH,AFFORDANCE,108
182,1782810171251,WANDER,RANDOM,182
182,1782810171285,SLEEP,RANDOM,182
182,1782810171288,SLEEP,RANDOM,11
182,1782810171360,SLEEP,RANDOM,11
182,1782810171417,SLEEP,AFFORDANCE,122
182,1782810171496,SLEEP,AFFORDANCE,122
182,1782810171552,SLEEP,AFFORDANCE,122
182,1782810171560,SLEEP,RANDOM,182
182,1782810171582,SLEEP,RANDOM,182
182,1782810171596,SLEEP,AFFORDANCE,6
182,1782810171599,SLEEP,AFFORDANCE,122
182,1782810171602,SLEEP,RANDOM,182
182,1782810171727,SLEEP,RANDOM,182
182,1782810171733,WANDER,RANDOM,182
182,1782810171774,SLEEP,AFFORDANCE,176
182,1782810171778,SLEEP,RANDOM,182
182,1782810171784,SLEEP,RANDOM,182
182,1782810171787,SLEEP,AFFORDANCE,25
182,1782810171795,SLEEP,RANDOM,11
182,1782810171801,SLEEP,AFFORDANCE,126
182,1782810171828,SLEEP,AFFORDANCE,26
182,1782810171849,SLEEP,RANDOM,122
182,1782810171874,SLEEP,AFFORDANCE,122
182,1782810171877,SLEEP,RANDOM,182
182,1782810171898,SLEEP,AFFORDANCE,176
182,1782810171910,SLEEP,RANDOM,182
182,1782810171912,SLEEP,RANDOM,182
182,1782810171915,SLEEP,AFFORDANCE,63
182,1782810171954,EAT,AFFORDANCE,122
182,1782810172052,SLEEP,AFFORDANCE,26
182,1782810172054,SLEEP,RANDOM,182
182,1782810172136,SLEEP,RANDOM,122
182,1782810172169,SLEEP,AFFORDANCE,44
182,1782810172194,SLEEP,RANDOM,122
182,1782810172204,SLEEP,AFFORDANCE,108
182,1782810172206,SLEEP,RANDOM,182
