creatureKey,action_time,action_type,selection_type,target_key
352,1782776560511,SLEEP,RANDOM,352
352,1782776560531,SLEEP,RANDOM,352
352,1782776560577,SLEEP,RANDOM,352
352,1782776560581,SLEEP,RANDOM,352
352,1782776560584,SLEEP,RANDOM,352
352,1782776562171,SLEEP,RANDOM,211
352,1782776562177,SLEEP,RANDOM,82
352,1782776562178,SLEEP,RANDOM,352
352,1782776562185,SLEEP,RANDOM,352
352,1782776562187,SLEEP,RANDOM,352
352,1782776562189,SLEEP,RANDOM,211
352,1782776562193,APPROACH,AFFORDANCE,243
352,1782776562196,AVOID,RANDOM,162
352,1782776562206,SLEEP,RANDOM,352
352,1782776562208,SLEEP,AFFORDANCE,205
352,1782776562977,SLEEP,RANDOM,162
352,1782776562979,SLEEP,RANDOM,352
352,1782776562981,SLEEP,RANDOM,352
352,1782776562983,SLEEP,RANDOM,352
352,1782776562983,SLEEP,RANDOM,352
352,1782776562986,SLEEP,RANDOM,211
352,1782776562992,SLEEP,RANDOM,254
352,1782776562993,SLEEP,RANDOM,352
352,1782776562994,SLEEP,AFFORDANCE,202
352,1782776562996,SLEEP,RANDOM,243
352,1782776562999,APPROACH,RANDOM,162
352,1782776563002,WANDER,RANDOM,352
352,1782776563003,APPROACH,AFFORDANCE,82
352,1782776563006,WANDER,RANDOM,352
352,1782776563007,WANDER,RANDOM,352
352,1782776563014,AVOID,RANDOM,211
352,1782776563019,SLEEP,RANDOM,352
352,1782776563025,SLEEP,RANDOM,352
352,1782776563026,SLEEP,RANDOM,352
352,1782776563028,SLEEP,RANDOM,352
352,1782776564875,SLEEP,RANDOM,162
352,1782776564876,SLEEP,RANDOM,205
352,1782776564878,SLEEP,AFFORDANCE,202
352,1782776564890,SLEEP,RANDOM,352
352,1782776564900,SLEEP,RANDOM,162
352,1782776564901,SLEEP,RANDOM,254
352,1782776564902,SLEEP,AFFORDANCE,202
352,1782776564907,APPROACH,RANDOM,162
352,1782776564909,WANDER,RANDOM,352
352,1782776564911,WANDER,RANDOM,352
352,1782776564948,APPROACH,RANDOM,254
352,1782776564949,AVOID,AFFORDANCE,205
352,1782776564954,AVOID,AFFORDANCE,254
352,1782776564955,AVOID,AFFORDANCE,202
352,1782776564957,WANDER,RANDOM,352
352,1782776564959,APPROACH,RANDOM,254
352,1782776564964,SLEEP,AFFORDANCE,162
352,1782776564966,SLEEP,AFFORDANCE,231
352,1782776564969,SLEEP,RANDOM,254
352,1782776564971,SLEEP,AFFORDANCE,202
352,1782776565557,SLEEP,RANDOM,280
352,1782776565558,SLEEP,RANDOM,205
352,1782776565559,SLEEP,RANDOM,352
352,1782776565562,SLEEP,RANDOM,352
352,1782776565563,SLEEP,AFFORDANCE,231
352,1782776565753,SLEEP,RANDOM,280
352,1782776565774,SLEEP,RANDOM,205
352,1782776565776,SLEEP,AFFORDANCE,162
352,1782776565783,APPROACH,RANDOM,239
352,1782776565788,SLEEP,RANDOM,352
352,1782776565801,SLEEP,RANDOM,231
352,1782776565802,SLEEP,RANDOM,205
352,1782776565805,SLEEP,AFFORDANCE,146
352,1782776565807,SLEEP,RANDOM,254
352,1782776565808,SLEEP,RANDOM,109
352,1782776565818,SLEEP,RANDOM,280
352,1782776565822,SLEEP,RANDOM,352
352,1782776565828,SLEEP,AFFORDANCE,162
352,1782776565829,SLEEP,RANDOM,205
352,1782776565830,SLEEP,AFFORDANCE,239
352,1782776565835,APPROACH,AFFORDANCE,160
352,1782776565839,APPROACH,AFFORDANCE,205
352,1782776565840,SLEEP,RANDOM,254
352,1782776565841,SLEEP,RANDOM,352
352,1782776565844,SLEEP,RANDOM,352
352,1782776565845,SLEEP,AFFORDANCE,202
352,1782776565846,SLEEP,RANDOM,352
352,1782776565847,SLEEP,RANDOM,352
352,1782776565849,SLEEP,AFFORDANCE,146
352,1782776565850,SLEEP,RANDOM,352
352,1782776565856,SLEEP,RANDOM,44
352,1782776565857,SLEEP,RANDOM,280
352,1782776565858,SLEEP,RANDOM,352
352,1782776565861,AVOID,AFFORDANCE,254
352,1782776565869,SLEEP,RANDOM,352
352,1782776565870,SLEEP,AFFORDANCE,162
352,1782776565871,SLEEP,RANDOM,352
352,1782776565873,SLEEP,RANDOM,352
352,1782776565877,SLEEP,AFFORDANCE,205
352,1782776565879,SLEEP,AFFORDANCE,239
352,1782776565881,SLEEP,RANDOM,243
352,1782776565960,SLEEP,RANDOM,352
352,1782776565965,SLEEP,AFFORDANCE,205
352,1782776565967,SLEEP,RANDOM,254
352,1782776565968,SLEEP,RANDOM,109
352,1782776565971,AVOID,RANDOM,211
352,1782776565975,SLEEP,AFFORDANCE,205
