time,simpleEfficiency,complexEfficiency
0.003,,0.107715962592712
0.004,,0.107715962592712
0.033,0.07707361458287695,
0.034,0.07707361458287695,0.1120807803934215
0.035,0.08003794502022478,0.11643573040954532
0.036,0.11872421054440814,0.18561114092228315
0.037,0.12909443675137797,
0.038,0.12909443675137797,0.18896010964205098
0.039,0.1319029385820019,0.19355458045791685
0.043,0.13470302753276328,0.19855316672041284
0.079,0.09472693301745008,0.1380624637213802
0.08,0.10343514488653144,0.1707377405138128
0.081,0.1014101898412191,0.14835566978394069
0.082,0.10632050924131668,0.16597931133326171
0.094,0.13096770731622034,
0.095,0.13096770731622034,0.19174609265828238
0.096,0.13096770731622034,0.19174609265828238
0.097,0.13096770731622034,0.19174609265828238
0.098,0.13096770731622034,0.19174609265828238
0.106,0.13096770731622034,
0.107,0.13096770731622034,0.19174609265828238
0.108,,0.19174609265828238
0.117,0.14342244029678308,
0.118,0.16661363099005355,0.24243055779855988
0.119,0.1643161490028411,0.23960137389372638
0.122,0.227512697171098,0.3387296360313879
0.123,0.24461257664330976,0.3578929997635172
0.124,0.25255804404847143,0.37561878275824995
0.127,0.25076503349027796,0.37214636138879864
0.128,0.25076503349027796,
0.147,0.253209070501263,
0.148,0.253209070501263,0.37586648392991423
0.151,0.253209070501263,0.37586648392991423
0.152,,0.37586648392991423
0.162,0.2772503757368445,
0.163,0.2772503757368445,0.4125249811888627
0.176,0.3104758100805211,
0.177,0.3104758100805211,0.46334799527034176
0.184,0.3127409831917331,
0.185,0.3127409831917331,0.46681813393528854
0.195,0.3386719432475831,0.5065739653875082
0.196,0.3386719432475831,0.5065739653875082
0.222,0.3379435844054394,
0.224,0.3379435844054394,0.5054567236375349
0.226,0.36861452596388333,0.5525080511662891
0.227,0.3707049595324455,0.5544316577448122
0.238,0.3386719432475831,0.5065739653875082
0.239,0.3395450129690848,
0.24,0.339981155105578,0.5090279939804351
0.241,0.3419405269877118,0.5119214636138866
0.244,0.3451945002247572,
0.245,0.3451945002247572,0.5165798022143379
0.246,0.34764331144079597,0.5212187999570014
0.247,0.3552247350842928,
0.248,0.3552247350842928,0.5319679135762638
0.249,,0.5319679135762638
0.252,0.3552247350842928,
0.253,0.3552247350842928,0.5319679135762638
0.255,0.3552247350842928,0.5319679135762638
0.256,0.3552247350842928,0.5319679135762638
0.264,0.38595158667179047,0.5795572593786938
0.277,0.3878888856265731,
0.278,0.3878888856265731,0.5820562829194872
0.279,0.3878888856265731,
0.281,0.3878888856265731,
0.282,0.38788888562657303,0.5820562829194872
0.283,0.3878888856265731,0.5820562829194872
0.302,0.43060609319048393,
0.303,0.43060609319048393,0.6481110080619148
0.305,0.4475499571832079,0.6730910888960545
0.31,0.44940452407040254,0.6759033752552935
0.312,0.45063781465391484,0.6777727507255722
0.315,0.45156113756611405,0.6796376966569921
0.316,0.46561743501628294,0.7124576050736322
0.317,0.47169783500843837,0.7198917721165216
0.32,0.46301709807023017,0.6967720933032359
0.321,0.46319819293537623,0.6967720933032358
0.324,0.4712307322765857,0.6955802393493142
0.326,0.45125353559414794,0.6787057938299479
0.33,0.45309700839555894,0.6814983446200157
0.339,0.45309700839555894,0.6814983446200157
0.34,,0.6814983446200157
0.35,0.43187694306394714,0.6492716220574017
0.354,0.436304955006334,
0.355,0.436304955006334,0.6560101472643244
0.356,0.436304955006334,0.6560101472643244
0.375,0.42753080997745163,
0.376,,0.6277435979791478
0.381,0.41645769888393763,0.6257602386327005
0.384,0.418405402770678,
0.385,0.418405402770678,0.6287336988068378
0.39,0.4229273862111577,
0.391,0.4229273862111577,0.6356333978286589
0.392,0.4236994100407638,0.6368108089863499
0.397,0.4267782577267366,0.6415046651617774
0.398,0.4267782577267366,0.6415046651617774
0.4,0.4267782577267366,0.6415046651617774
0.401,0.4267782577267366,0.6440936507936524
0.408,0.4242135781513984,0.6375948726217371
0.409,,0.6375948726217371
0.41,0.4245988188138811,0.6381823282812018
0.416,0.42805675562055717,0.6434529829087415
0.418,0.42805675562055717,
0.419,0.42805675562055717,0.6490047123150262
0.421,0.4267782577267372,0.6415046651617783
0.422,0.4267782577267372,0.6415046651617783
0.423,0.4267782577267372,0.6415046651617783
0.424,,0.6415046651617783
0.428,0.44940452407040465,
0.429,0.4494045240704046,0.6794419179736771
0.434,0.4575597306365933,0.6885286428034
0.435,0.45938300147208183,0.6894949178759572
0.436,0.46584762120319734,0.6929362016553834
0.441,0.428056755620558,0.6434529829087428
0.45,0.44257715883551507,
0.451,0.4425771588355151,0.6655434161023362
0.452,0.44257715883551507,0.6655434161023364
0.454,0.44257715883551507,0.6655434161023362
0.455,0.44257715883551507,0.6655434161023362
0.456,0.44257715883551507,0.6655434161023362
0.458,0.4425771588355151,0.6655434161023362
0.46,0.45579078423914104,0.6861305688487622
0.461,0.4609006501686522,
0.462,0.4638560703508612,0.6941255188648864
0.463,0.45125353559415043,0.6655192948511276
0.466,0.4712307322765883,0.7088811243684875
0.467,0.47194471980548336,0.7104925800279523
0.468,0.47443742047191884,0.7142392669031541
0.469,0.47514766933280617,0.7150395345587491
0.47,0.4797435701974447,
0.471,,0.7222024723207617
0.472,0.500270485469748,0.751451864989793
0.473,0.5047835784774886,0.7590231000752491
0.474,,0.7590231000752491
0.479,0.4688442186938803,0.7007844619298487
0.481,0.46343953205383065,0.6971364076104537
0.483,0.46343953205383065,0.6971364076104537
0.484,0.46343953205383065,0.6971364076104537
0.492,0.47839206700075276,
0.493,0.47892130240924025,0.7204405460604161
0.494,0.46542664689128505,0.6995001745673496
0.497,0.4471782022540089,0.6723394793077561
0.498,0.4511304406588538,0.6790787040739608
0.499,0.4527894562462213,0.6810323712780887
0.5,,0.682705336128137
0.501,0.46764258519484014,0.7070863054928579
0.502,0.4718258705922269,0.7007150811566225
0.503,,0.6936627251424337
0.505,0.4518686411212021,0.6702141137267617
0.506,0.4112246639304938,0.6091394360528932
0.507,0.3987964954911407,0.6109467479307822
0.513,0.39059857376154433,
0.514,0.3921179941876783,0.5875865414024098
0.515,0.39262373877386786,0.5893090293453674
0.516,0.39302786138107015,0.5896804488874506
0.517,0.3962537607043277,0.5936344157368542
0.518,0.3966558877977133,0.5959222930851752
0.519,0.398395546210127,0.5985550467591053
0.52,0.399463911742029,0.5997810074169577
0.524,0.4075541092721428,0.6131639496936432
0.527,0.41254471787314156,0.6197837149306639
0.528,0.41254471787314156,0.6197837149306639
0.529,0.41254471787314156,0.6197837149306639
0.53,0.41280620972616816,0.6215808165107992
0.531,0.4141127281852267,0.6227769106739726
0.532,0.41723748168202107,0.626950806836501
0.533,0.4191828497258834,0.629207478877778
0.535,0.4222833249537422,
0.536,0.42305604396005075,0.63641851402773
0.537,0.42632876708875467,0.640528861657527
