creatureKey,regulatingCount,batches
91,0,1809
91,1,321
91,2,228
91,3,137
91,4,125
91,5,254
91,6,53
91,7,35
91,8,49
91,9,27
91,10,71
91,11,14
91,12,22
91,13,18
91,14,18
91,15,31
91,16,12
91,17,8
91,18,9
91,19,12
91,20,18
91,21,5
91,22,6
91,23,4
91,24,6
91,25,9
91,26,3
91,27,3
91,28,1
91,29,2
91,30,6
91,31,3
91,32,3
91,33,2
91,34,1
91,35,6
91,36,3
91,37,2
91,39,4
91,40,2
91,43,2
91,44,1
91,46,4
91,47,3
91,48,1
91,50,1
91,51,2
91,53,1
91,54,1
91,55,1
91,56,2
91,57,2
91,59,1
91,61,2
91,62,1
91,63,3
91,64,1
91,65,1
91,67,1
91,69,1
91,83,1
91,85,1
91,86,1
91,91,1
91,121,1
