creatureKey,regulatingCount,batches
92,0,1967
92,1,442
92,2,271
92,3,192
92,4,142
92,5,278
92,6,43
92,7,48
92,8,56
92,9,23
92,10,65
92,11,20
92,12,12
92,13,26
92,14,16
92,15,18
92,16,9
92,17,4
92,18,6
92,19,6
92,20,8
92,21,7
92,22,9
92,23,7
92,24,3
92,25,7
92,27,5
92,28,3
92,29,1
92,30,5
92,31,1
92,32,1
92,33,1
92,34,1
92,35,1
92,36,4
92,37,3
92,38,3
92,39,1
92,40,2
92,44,1
92,45,1
92,47,1
92,52,2
92,53,1
92,54,2
92,55,1
92,56,1
92,58,1
92,60,1
92,85,1
92,87,1
92,90,1
92,101,1
92,111,1
92,122,1
