time,hunger,sleep
0.001,0.1815,0.18200785268976954
0.002,0.1825,0.18134379841992154
0.003,0.18400000000000002,0.18134901805221973
0.004,0.18539999999999995,0.18183447747804468
0.006,0.1875,0.18306785015536145
0.007,0.1875,0.18
0.008,0.1875,0.18
0.009,0.189,0.18204684532864643
0.01,0.1905,0.18362480380331878
0.011,0.192,0.1820621724717912
0.012,0.19319999999999998,0.1834552741760738
0.013,0.195,0.18207725424859372
0.014,0.195,0.18066362712429684
0.015,0.1965,0.1817096844800613
0.016,0.198,0.1815
0.017,0.198,0.18268406227634235
0.018,0.20000000000000004,0.1845381538105744
0.019,0.2025,0.18140899841662325
0.02,0.204,0.1823882897222969
0.022,0.20877272727272728,0.1830661710528666
0.024,0.21495000000000006,0.1834230434282968
0.025,0.21825000000000003,0.18644582694355763
0.026,0.22012500000000007,0.18180442084901044
0.027,0.22200000000000003,0.18288525662138788
0.029,0.22350000000000003,0.18438525662138788
0.03,0.22380000000000005,0.18145606682551513
0.031,0.22500000000000003,0.18290450849718748
0.032,0.2275714285714286,0.1872970418701984
0.033,0.22950000000000004,0.19167058376057772
0.034,0.23299999999999998,0.1935010940516687
0.035,0.23550000000000004,0.18148629243761402
0.036,0.23700000000000004,0.18223244412147205
0.037,0.23700000000000004,0.18
0.038,0.23850000000000007,0.18119408807689538
0.039,0.24112500000000003,0.1833516829043203
0.04,0.24240000000000003,0.18149371663222574
0.041,0.24450000000000002,0.18209130830841963
0.043,0.24450000000000005,0.18
0.044,0.24650000000000005,0.18299409575024286
0.045,0.24850000000000005,0.18623617561327066
0.047,0.2512500000000001,0.18374808907777967
0.048,0.25300000000000006,0.18149991776006094
0.049,0.25400000000000006,0.1805
0.05,0.25585714285714295,0.18214278665148081
0.052,0.25800000000000006,0.185998766644397
0.053,0.2597142857142858,0.1821413428996517
0.054,0.26100000000000007,0.18
0.055,0.26266666666666677,0.18133098132955106
0.056,0.2649,0.18149518335238776
0.057,0.2677500000000001,0.18696825031238581
0.06,0.2700000000000001,0.1914360823098039
0.061,0.2715000000000001,0.19342792506251977
0.062,0.2724000000000001,0.19281167000618632
0.063,0.2750000000000001,0.18297258487522802
0.064,0.2760000000000001,0.18072620676311651
0.066,0.2760000000000001,0.181452413526233
0.067,0.2780000000000001,0.18246244385438407
0.068,0.2790000000000001,0.18
0.069,0.2833928571428572,0.18553249868943558
0.07,0.2880000000000001,0.19382791856395754
0.072,0.2890000000000001,0.19597889871958987
0.073,0.2902500000000001,0.18075
0.075,0.2910000000000001,0.18143224215685533
0.076,0.2925000000000001,0.18217677669529664
0.077,0.29450000000000004,0.1816710804793699
0.078,0.2970000000000001,0.184990011930099
0.079,0.29742857142857154,0.18626457557422565
0.08,0.29962500000000014,0.1902277677674358
0.081,0.3028125000000001,0.19597389734554835
0.082,0.3060000000000001,0.20105318987479964
0.083,0.30825000000000014,0.20600797663960407
0.084,0.31300000000000006,0.19242373591916456
0.085,0.31575000000000003,0.18112983185100653
0.086,0.3180000000000001,0.18470166802481083
0.087,0.3195000000000001,0.1873183763069512
0.088,0.3213000000000001,0.1842679029783787
0.089,0.32340000000000013,0.18287510710937252
0.09,0.32800000000000007,0.18517038572600614
0.092,0.3300000000000001,0.18
0.093,0.3300000000000001,0.18
0.094,0.33150000000000013,0.18199214731023045
0.096,0.33350000000000013,0.18513003111395118
0.097,0.33760000000000023,0.1836634313016645
0.098,0.3432000000000001,0.1837447258239262
0.099,0.34550000000000014,0.18758165100621046
0.1,0.3465000000000001,0.18313742734869595
0.101,0.34837500000000016,0.18132898443091439
0.102,0.3510000000000001,0.18419498123179134
0.103,0.35250000000000015,0.1868615411590303
0.104,0.35400000000000015,0.1883615411590303
0.105,0.35400000000000015,0.18912066432197946
0.106,0.35550000000000015,0.19099340396804187
0.107,0.35700000000000015,0.1933542013491113
0.108,0.35850000000000015,0.19545770937215176
0.109,0.3596250000000002,0.18092652684346344
0.11,0.36000000000000015,0.18
0.111,0.36150000000000015,0.18184677323658677
0.112,0.3625000000000002,0.18342064247488207
0.113,0.36400000000000016,0.18133467203366907
0.114,0.36450000000000016,0.18
0.115,0.36600000000000016,0.18182886322351782
0.116,0.36600000000000016,0.18215772644703565
0.117,0.36600000000000016,0.18215772644703565
0.118,0.366857142857143,0.1832919178510671
0.119,0.36750000000000016,0.18
0.12,0.3682500000000002,0.18075
0.121,0.36900000000000016,0.1807118385620964
0.122,0.3711000000000001,0.18144793756875938
0.124,0.3742500000000002,0.1850673426243931
0.125,0.37800000000000017,0.19018772998566325
0.126,0.38000000000000017,0.1846830273706155
0.127,0.38100000000000017,0.18103092332998905
0.129,0.3820000000000001,0.1811848322459686
0.13,0.38300000000000023,0.18059126441229448
0.131,0.3865714285714287,0.18531051623412134
0.132,0.3900000000000002,0.184957808202215
0.133,0.3915000000000002,0.18175992657858075
0.134,0.3939000000000002,0.18382771590119673
0.135,0.3955000000000002,0.18116961879154522
0.136,0.3975000000000002,0.18376193428948687
0.137,0.3990000000000002,0.18576698352900944
0.138,0.3995000000000002,0.1805
0.142,0.4033500000000002,0.18280125780849837
0.143,0.4050000000000002,0.18
0.144,0.4065000000000002,0.1815
0.145,0.4065000000000002,0.18200024671981713
0.146,0.4069285714285717,0.18135738954217676
0.147,0.4080000000000002,0.18000000000000002
0.148,0.4098000000000003,0.18140088760707937
0.149,0.41220000000000023,0.18190359675554615
0.15,0.4135000000000002,0.18116961879154522
0.151,0.4158750000000002,0.18426788758890864
0.152,0.4185000000000002,0.18779653299168272
0.153,0.4207500000000002,0.1834026227319097
0.154,0.42390000000000017,0.18385293928408347
0.155,0.4245000000000002,0.18
0.157,0.4245000000000002,0.18
0.158,0.4245000000000002,0.18
0.159,0.4270000000000002,0.18186620935986783
0.16,0.4275000000000002,0.18
0.161,0.42825000000000024,0.18075
0.162,0.4290000000000002,0.18206184665997807
0.163,0.4312500000000003,0.18394426421385524
0.164,0.4320000000000002,0.18
0.165,0.4320000000000002,0.18
0.166,0.4341000000000002,0.1826882660708527
0.168,0.4350000000000002,0.18
0.169,0.4365000000000002,0.1815
0.17,0.4375000000000002,0.1833098369533495
0.171,0.4407000000000002,0.18767382771908775
0.172,0.4435000000000002,0.19184581478231688
0.173,0.44625000000000026,0.1957066291321257
0.174,0.44850000000000023,0.19898170438939122
0.175,0.4505000000000002,0.20179921587521385
0.176,0.4525000000000003,0.2049975721784092
0.177,0.45500000000000024,0.2084826161081661
0.178,0.45600000000000024,0.21049023236849015
0.18,0.4565000000000003,0.1805
0.181,0.45750000000000024,0.18075766825004339
0.182,0.4594090909090912,0.18152284486602135
0.183,0.4617000000000003,0.18168956263419456
0.184,0.46200000000000024,0.18231593772365765
0.187,0.4629000000000002,0.18122931375270698
0.188,0.46635000000000015,0.18233841732411124
0.191,0.46950000000000025,0.1866816236930488
0.192,0.4722500000000002,0.18710817705439997
0.193,0.47400000000000025,0.18081244446107259
0.194,0.47520000000000023,0.1812811783373363
0.195,0.47550000000000026,0.18
0.196,0.47550000000000026,0.18000000000000002
0.198,0.47550000000000026,0.18
0.199,0.47587500000000027,0.180375
0.2,0.47750000000000026,0.18132286824674507
0.201,0.48033333333333367,0.18188888888888888
0.202,0.48300000000000026,0.18126569762988232
0.204,0.4853571428571431,0.18173891248431764
0.206,0.48750000000000027,0.18514088384930225
0.207,0.4895625000000003,0.18186126794907206
0.208,0.49200000000000027,0.1813121724717912
0.209,0.49350000000000027,0.1815
0.21,0.4945000000000002,0.18402433171874874
0.211,0.4965000000000003,0.18679400405020705
0.213,0.4980000000000002,0.19025516647272042
0.214,0.5010000000000002,0.19545245405488065
0.215,0.5025000000000002,0.19755889887777192
0.216,0.5028000000000002,0.1840571788255283
0.217,0.505,0.1841590504063426
0.219,0.507,0.18762935424367078
0.22,0.5089999999999999,0.18415855005779677
0.221,0.5114999999999998,0.1815
0.222,0.5126249999999999,0.18230000168764976
0.223,0.5129999999999998,0.18187914132991623
0.224,0.5144999999999996,0.18097177598877698
0.225,0.5181818181818177,0.1839166190877739
0.226,0.5219999999999995,0.18793216815921987
0.227,0.5219999999999995,0.18000000000000002
0.228,0.522136363636363,0.1801363636363636
0.229,0.5240999999999995,0.18145991720067506
0.23,0.5259999999999994,0.18121967479738743
0.231,0.5291666666666658,0.18228326643088974
0.232,0.5309999999999991,0.1811876306680044
0.233,0.5324999999999991,0.18294550326209416
0.234,0.5324999999999991,0.18
0.235,0.533999999999999,0.1815
0.236,0.534749999999999,0.1840671328544435
0.237,0.536249999999999,0.186661290839075
0.239,0.5377499999999988,0.18962617908201915
0.24,0.5384999999999989,0.19184661946649625
0.242,0.5402999999999987,0.185933753438228
0.243,0.5423999999999988,0.18149288768468055
0.244,0.5448749999999987,0.18149698959524235
0.245,0.5459999999999986,0.18299114362536434
0.246,0.5474999999999985,0.18256734771883537
0.247,0.5497499999999985,0.18112444524557536
0.249,0.5504999999999984,0.18
0.25,0.5522499999999984,0.18099983556070234
0.251,0.5549999999999983,0.1829998519681097
0.252,0.5582499999999981,0.18299934236451068
0.253,0.562124999999998,0.18468035805131225
0.254,0.563999999999998,0.18
0.255,0.565649999999998,0.1817932458304037
0.257,0.5688749999999978,0.1859694017126932
0.258,0.5699999999999977,0.1889399666815504
0.259,0.5699999999999977,0.1844699833407752
0.26,0.5714999999999977,0.1815
0.261,0.5719999999999977,0.1834704403844771
0.262,0.5737499999999975,0.18705004795563174
0.263,0.5756249999999975,0.19074541270337975
0.264,0.5763749999999974,0.180375
0.265,0.5774999999999975,0.1829455032620942
0.266,0.5794999999999974,0.18590427215544214
0.267,0.5812499999999974,0.1895640276156181
0.268,0.5841428571428544,0.19549065256797607
0.269,0.5864999999999971,0.19975177911578784
0.27,0.5869999999999972,0.1805
0.271,0.588999999999997,0.18434360846632633
0.272,0.590749999999997,0.18072741405228512
0.273,0.5936999999999968,0.18431975213366036
0.274,0.5954999999999968,0.18852648287621945
0.275,0.5969999999999968,0.1909056242061357
0.279,0.5992499999999967,0.19489850817275023
0.28,0.6014999999999966,0.1823518397440446
0.282,0.6052499999999964,0.18905006482658465
0.283,0.6074999999999964,0.19254435263134162
0.284,0.6074999999999964,0.18344283697030284
0.285,0.6074999999999964,0.18
0.286,0.6092999999999963,0.18276744857653301
0.287,0.6131666666666629,0.18392971223928323
0.288,0.6134999999999962,0.18
0.289,0.6134999999999962,0.18
0.29,0.6157499999999961,0.18339950418246487
0.291,0.619199999999996,0.1855728237204134
0.292,0.6206249999999959,0.1810234226643232
0.293,0.6221249999999958,0.18101955430813002
0.294,0.6227142857142816,0.1802142857142857
0.295,0.6247499999999957,0.18331266661678217
0.298,0.6257999999999957,0.18234388830937656
0.299,0.6281999999999955,0.1823219782317666
0.301,0.6294999999999956,0.18133333333333335
0.302,0.6299999999999956,0.18
0.303,0.6317499999999955,0.1825676305370132
0.304,0.6344999999999954,0.18708819658959017
0.305,0.6367499999999953,0.1907442172792119
0.306,0.6374999999999953,0.18
0.307,0.6389999999999952,0.1815
0.308,0.6404999999999952,0.1824779539880474
0.309,0.6419999999999951,0.18238329171785966
0.31,0.6440999999999951,0.18154119918995856
0.311,0.644999999999995,0.18
0.312,0.644999999999995,0.18
0.313,0.644999999999995,0.18
0.314,0.644999999999995,0.18
0.315,0.645899999999995,0.18123225241595095
0.317,0.646499999999995,0.18233063103987737
0.319,0.6479999999999949,0.18383063103987737
0.321,0.6487499999999948,0.18559692527720573
0.322,0.6494999999999949,0.18694799481821767
0.323,0.6509999999999948,0.18897273505436263
0.324,0.6551249999999946,0.19513053626537732
0.325,0.6593999999999945,0.18527519440778628
0.326,0.6599999999999945,0.18
0.327,0.6614999999999944,0.1815
0.33,0.6614999999999944,0.1821935464731735
0.331,0.6614999999999944,0.18
0.332,0.6614999999999944,0.18
0.334,0.6635999999999942,0.18277889921756815
0.335,0.6665624999999942,0.18178870128222654
0.336,0.6674999999999942,0.18000000000000002
0.337,0.6692499999999941,0.182277834535057
0.338,0.6729999999999939,0.18737192990181953
0.339,0.676799999999994,0.19284306056187833
0.34,0.6798749999999938,0.19704213501669615
0.341,0.6827142857142795,0.20105997037519824
0.342,0.6849999999999935,0.18118037422905267
0.343,0.6875999999999934,0.18467512401590724
0.345,0.6899999999999934,0.18786802993066298
0.347,0.6899999999999934,0.18000000000000002
0.348,0.6903749999999933,0.180375
0.349,0.6914999999999933,0.18100992657858075
