creatureKey,regulatingCount,batches
90,0,1798
90,1,338
90,2,247
90,3,181
90,4,156
90,5,261
90,6,60
90,7,62
90,8,48
90,9,40
90,10,70
90,11,30
90,12,26
90,13,18
90,14,16
90,15,28
90,16,16
90,17,8
90,18,9
90,19,7
90,20,17
90,21,9
90,22,6
90,23,6
90,24,5
90,25,11
90,26,5
90,27,4
90,28,4
90,29,3
90,30,4
90,31,3
90,32,3
90,33,4
90,34,3
90,35,3
90,36,3
90,38,3
90,39,2
90,40,3
90,41,1
90,42,2
90,45,1
90,46,1
90,54,2
90,57,1
90,59,1
90,60,2
90,61,1
90,62,1
90,63,2
90,65,1
90,68,2
90,70,1
90,71,1
90,79,1
90,81,1
90,84,1
90,85,1
90,90,1
90,94,1
90,100,1
90,104,2
90,105,1
90,112,1
90,116,1
90,131,1
90,146,1
90,150,1
90,184,1
90,189,1
90,262,1
90,344,1
