id,aborted,batches_completed,creature_key,engram_count,mean_eligibility,onset_cycle,std_eligibility
431551,f,8,182,128,0.23814032007847044,1141,0.26891293956030754
433602,f,8,180,128,0.23814032007847044,1085,0.26891293956030754
435170,f,8,181,128,0.23054035683708765,1081,0.2609011440743639
437079,f,8,182,128,0.23814032007847044,1153,0.26891293956030754
438702,f,8,180,128,0.23814032007847044,1099,0.26891293956030754
441001,f,8,181,128,0.23054035683708768,1093,0.2609011440743639
443233,f,8,180,128,0.23814032007847044,1112,0.26891293956030754
445338,f,8,182,128,0.23814032007847044,1167,0.26891293956030754
447743,f,8,182,128,0.23814032007847044,1179,0.26891293956030754
449306,f,8,181,128,0.23054035683708768,1114,0.2609011440743639
450752,f,8,182,128,0.23814032007847044,1192,0.26891293956030754
452802,f,8,180,128,0.23814032007847044,1124,0.26891293956030754
