creatureKey,time,object_key,object_type,distance,angle,direction
180,1782810170683,155,GREEN_APPLE,149.6816808469299,-0.30246316640162385,24.984127218410674
180,1782810170718,138,GREEN_APPLE,26.920828526463414,-0.03780467347360503,24.984127218410674
180,1782810170729,149,GREEN_APPLE,55.03234136823063,0.11403768930765584,24.984127218410674
180,1782810170744,155,GREEN_APPLE,149.6816808469299,-0.30246316640162385,25.0
180,1782810170752,138,GREEN_APPLE,26.920828526463414,-0.03780467347360503,25.0
180,1782810170774,149,GREEN_APPLE,55.03234136823063,0.11403768930765584,25.0
180,1782810170801,155,GREEN_APPLE,149.6816808469299,-0.30246316640162385,25.0
180,1782810170809,138,GREEN_APPLE,26.920828526463414,-0.03780467347360503,25.0
180,1782810170833,149,GREEN_APPLE,55.03234136823063,0.11403768930765584,25.0
180,1782810170854,155,GREEN_APPLE,149.6816808469299,-0.30246316640162385,25.0
180,1782810170861,138,GREEN_APPLE,26.920828526463414,-0.03780467347360503,25.0
180,1782810170887,149,GREEN_APPLE,55.03234136823063,0.11403768930765584,25.0
180,1782810170933,155,GREEN_APPLE,149.6816808469299,-0.30246316640162385,25.0
180,1782810170940,138,GREEN_APPLE,26.920828526463414,-0.03780467347360503,25.0
180,1782810170984,149,GREEN_APPLE,55.03234136823063,0.11403768930765584,25.0
180,1782810170992,155,GREEN_APPLE,149.6816808469299,-0.30246316640162385,25.0
180,1782810171077,138,GREEN_APPLE,26.920828526463414,-0.03780467347360503,25.0
180,1782810171123,149,GREEN_APPLE,52.038760599184144,0.11037236457509643,25.0
180,1782810171186,155,GREEN_APPLE,147.02739665655474,-0.3118878457748534,25.0
180,1782810171252,138,GREEN_APPLE,23.998769940391785,-0.06453441238034763,25.0
180,1782810171258,149,GREEN_APPLE,52.038760599184144,0.11037236457509643,25.0
180,1782810171261,155,GREEN_APPLE,147.02739665655474,-0.3118878457748534,25.0
180,1782810171263,138,GREEN_APPLE,23.998769940391785,-0.06453441238034763,25.0
180,1782810171265,149,GREEN_APPLE,52.038760599184144,0.11037236457509643,25.0
180,1782810171267,155,GREEN_APPLE,147.02739665655474,-0.3118878457748534,25.0
180,1782810171268,138,GREEN_APPLE,23.998769940391785,-0.06453441238034763,25.0
180,1782810171270,149,GREEN_APPLE,52.038760599184144,0.11037236457509643,25.0
180,1782810171286,155,GREEN_APPLE,147.02739665655474,-0.3118878457748534,25.0
180,1782810171294,138,GREEN_APPLE,23.998769940391785,-0.06453441238034763,25.0
180,1782810171297,149,GREEN_APPLE,52.038760599184144,0.11037236457509643,25.0
180,1782810171313,155,GREEN_APPLE,147.02739665655474,-0.3118878457748534,25.0
180,1782810171359,138,GREEN_APPLE,23.998769940391785,-0.06453441238034763,25.0
180,1782810171405,149,GREEN_APPLE,49.97060695823762,0.0677527882933801,25.0
180,1782810171413,155,GREEN_APPLE,145.99906518920906,-0.3311237265455658,25.0
180,1782810171417,138,GREEN_APPLE,22.423810688337564,-0.17465728320056864,25.0
