creatureKey,action_time,action_type,selection_type,target_key
180,1782810170663,WANDER,RANDOM,180
180,1782810170690,SLEEP,AFFORDANCE,138
180,1782810170723,SLEEP,AFFORDANCE,155
180,1782810170739,SLEEP,RANDOM,180
180,1782810170754,SLEEP,AFFORDANCE,149
180,1782810170758,SLEEP,AFFORDANCE,138
180,1782810170765,SLEEP,AFFORDANCE,138
180,1782810170830,SLEEP,RANDOM,180
180,1782810170845,SLEEP,RANDOM,180
180,1782810170849,SLEEP,RANDOM,180
180,1782810170888,SLEEP,AFFORDANCE,149
180,1782810170894,SLEEP,AFFORDANCE,149
180,1782810170902,SLEEP,RANDOM,180
180,1782810170930,WANDER,RANDOM,180
180,1782810170943,SLEEP,AFFORDANCE,155
180,1782810171015,SLEEP,AFFORDANCE,138
180,1782810171022,SLEEP,RANDOM,180
180,1782810171031,SLEEP,RANDOM,180
180,1782810171035,SLEEP,RANDOM,180
180,1782810171080,SLEEP,RANDOM,180
180,1782810171085,SLEEP,AFFORDANCE,149
180,1782810171091,SLEEP,AFFORDANCE,138
180,1782810171101,SLEEP,AFFORDANCE,138
180,1782810171105,SLEEP,RANDOM,180
180,1782810171129,SLEEP,RANDOM,180
180,1782810171195,AVOID,AFFORDANCE,149
180,1782810171198,SLEEP,RANDOM,180
180,1782810171235,SLEEP,RANDOM,180
180,1782810171241,SLEEP,AFFORDANCE,138
180,1782810171320,SLEEP,RANDOM,180
180,1782810171324,SLEEP,AFFORDANCE,155
180,1782810171360,SLEEP,AFFORDANCE,138
180,1782810171379,SLEEP,AFFORDANCE,138
180,1782810171383,SLEEP,AFFORDANCE,149
180,1782810171388,SLEEP,RANDOM,180
180,1782810171413,SLEEP,AFFORDANCE,138
180,1782810171419,SLEEP,AFFORDANCE,155
180,1782810171448,SLEEP,RANDOM,180
180,1782810171453,SLEEP,RANDOM,180
180,1782810171459,WANDER,RANDOM,180
180,1782810171469,SLEEP,AFFORDANCE,138
180,1782810171482,SLEEP,AFFORDANCE,138
180,1782810171554,SLEEP,AFFORDANCE,149
180,1782810171559,SLEEP,AFFORDANCE,155
180,1782810171595,SLEEP,AFFORDANCE,138
180,1782810171627,SLEEP,AFFORDANCE,138
180,1782810171648,SLEEP,AFFORDANCE,138
180,1782810171732,SLEEP,AFFORDANCE,138
180,1782810171737,SLEEP,RANDOM,180
180,1782810171745,SLEEP,RANDOM,180
180,1782810171797,SLEEP,AFFORDANCE,138
180,1782810171871,WANDER,RANDOM,180
180,1782810171906,WANDER,RANDOM,180
180,1782810171937,SLEEP,RANDOM,180
180,1782810171947,SLEEP,AFFORDANCE,149
180,1782810171951,SLEEP,AFFORDANCE,138
180,1782810171956,SLEEP,AFFORDANCE,149
180,1782810171960,SLEEP,AFFORDANCE,138
180,1782810172026,SLEEP,RANDOM,180
180,1782810172052,SLEEP,RANDOM,180
180,1782810172054,SLEEP,AFFORDANCE,138
180,1782810172055,SLEEP,AFFORDANCE,149
180,1782810172095,SLEEP,AFFORDANCE,138
180,1782810172112,SLEEP,RANDOM,180
180,1782810172169,WANDER,RANDOM,180
