time,simpleEfficiency,complexEfficiency
0.002,,0.107715962592712
0.003,,0.10815283908416638
0.004,,0.10858971557562076
0.023,0.07707361458287695,
0.024,0.07707361458287695,0.1120807803934215
0.025,,0.1120807803934215
0.03,0.08003794502022478,0.1200538912178867
0.031,,0.12367205202622808
0.053,0.08461040507153801,
0.054,,0.12315946693872594
0.071,0.08593999349853369,
0.072,0.08593999349853369,0.12511602708803612
0.073,0.08593999349853369,
0.084,0.08887776465797094,
0.085,0.08887776465797094,0.1294413737504031
0.086,,0.1294413737504031
0.096,0.08887776465797094,0.1294413737504031
0.097,0.08887776465797094,
0.098,0.08887776465797094,0.1294413737504031
0.099,0.08887776465797094,0.1294413737504031
0.154,0.11111025568370322,
0.156,0.11111025568370321,0.1622745350962055
0.166,0.11111025568370322,
0.167,0.11111025568370322,0.1622745350962055
0.172,0.11111025568370322,0.1622745350962055
0.182,0.11967167918725323,0.17496440933032356
0.183,,0.17496440933032356
0.19,,0.17496440933032356
0.221,,0.21662258411265198
0.24,,0.16792544340535315
0.255,,0.16792544340535315
0.268,,0.16792544340535315
0.269,,0.16792544340535315
0.285,,0.16792544340535312
0.286,,0.16792544340535315
0.35,0.12627749676435632,
0.352,0.12627749676435632,
0.353,,0.1847729119638827
0.373,0.12909443675137797,
0.374,0.12909443675137797,0.188960109642051
0.375,,0.188960109642051
0.422,0.1319029385820019,
0.425,0.1319029385820019,0.19313743953563373
0.426,0.1319029385820019,0.1931374395356337
0.427,,0.19313743953563373
0.428,0.1319029385820019,0.19313743953563373
0.43,0.1319029385820019,0.1931374395356337
0.432,0.1319029385820019,0.1931374395356337
0.433,0.1319029385820019,0.19313743953563373
0.434,,0.19313743953563373
0.437,0.13227673192401931,0.1939717213802
0.439,0.13916573393684323,0.2056102225088682
0.44,0.14249873429438745,0.20788693292486302
0.441,0.146372099848841,0.21140046178652058
0.442,0.14802714008603873,0.2160734571643557
0.443,0.15077892891869038,
0.444,,0.22210245082231547
0.453,,0.35414679995700304
0.484,,0.24654475975491782
0.487,,0.25058394066430195
0.516,,0.25461325378910044
0.519,,0.25461325378910044
0.611,0.17838063388043643,
0.613,0.17891344564059572,0.2634430080619156
0.617,0.18104149868593847,0.2666419864559821
0.637,0.1836943928589509,
0.639,0.18369439285895087,0.27063182844243805
0.658,0.18633934027553897,
0.659,0.18686737824414182,0.27540661335053224
0.661,0.18739509948499145,0.2765980399871011
0.662,,0.2773918639148663
0.669,,0.28254214769429226
0.67,,0.28254214769429226
0.686,,0.28649251854240576
0.687,,0.28649251854240576
0.704,,0.29043302160593354
0.719,,0.29043302160593354
0.735,,0.29043302160593354
0.736,,0.29043302160593354
0.752,,0.29043302160593354
0.967,0.20721567800162125,
0.974,0.20721567800162125,0.30609635601418833
0.975,0.20721567800162125,
1.005,0.2097901673027979,
1.006,0.21030413899548925,0.31076456884875764
1.01,0.21235694470969632,
1.011,0.21235694470969632,
1.012,0.21235694470969632,0.31386881651080206
1.015,0.21491603332333042,0.3177402450822305
1.017,0.21491603332333042,0.3179335204772643
1.02,0.2200112362290735,0.3254534988713305
1.094,0.22254739637804294,
1.098,0.22254739637804294,0.3292953240890021
1.101,0.22254739637804294,
1.102,0.22330672400433962,0.33082929119638677
1.105,0.22810013839643614,
1.106,,0.3384754440503046
1.128,0.22860322796922267,
1.129,0.22860322796922267,0.3384754440503046
1.151,0.23261629341282297,
1.152,0.23261629341282297,
1.153,0.23261629341282297,0.34456394711383226
1.16,0.23511469505631813,0.3483564334085758
1.173,0.23760561272645594,
1.174,0.23760561272645594,0.3521390519187337
1.182,0.23760561272645594,0.3521390519187337
1.191,0.24256508575260843,0.3596746855852926
1.192,0.24256508575260843,
1.194,0.24256508575260843,0.3596746855852926
1.215,0.24256508575260843,
1.216,0.24256508575260843,0.3596746855852926
1.282,0.24994872377026595,
1.284,0.24994872377026595,
1.285,0.24994872377026595,0.3709041277007388
1.306,0.24994872377026595,
1.307,0.24994872377026595,0.3709041277007388
1.308,0.24994872377026595,0.3709041277007388
1.309,0.24994872377026595,0.3709041277007388
1.316,0.24994872377026595,
1.317,0.24994872377026595,0.3709041277007388
1.318,0.24994872377026595,0.3709041277007388
1.321,0.24994872377026595,
1.322,,0.3709041277007388
1.359,0.2645181287259895,
1.361,0.2645181287259895,0.39309658174781964
1.378,0.2645181287259895,0.39309658174781964
1.381,0.2645181287259895,0.39309658174781964
1.382,0.2645181287259895,
1.392,0.2645181287259895,
1.393,0.2645181287259895,0.39309658174781964
1.41,0.2645181287259895,
1.411,0.2645181287259895,
1.53,0.27646056460616486,
1.535,0.27646056460616486,
1.536,0.27646056460616486,0.4113189293776159
1.545,0.2788276305381492,
1.546,,0.4149337955498183
1.551,0.2811876059134903,
1.552,0.2811876059134903,0.41853879393743504
1.582,0.28354051197198277,
1.583,0.28354051197198277,0.42213392454046617
1.599,0.28354051197198277,
1.6,0.28354051197198277,0.4221339245404662
1.608,0.2882252007796697,
1.609,0.2882252007796697,0.4292945823927717
1.61,0.2882252007796697,0.4292945823927717
1.611,0.2882252007796697,0.4292945823927717
1.615,0.29288186561051277,
1.616,0.2933458580400097,0.4371255195098305
1.627,0.295199741461498,
1.628,,0.4399615607868378
1.64,0.295199741461498,
1.641,0.295199741461498,
1.642,,0.43996156078683785
1.656,0.297510674104949,
1.657,0.2993544350889112,0.44584924131999903
1.69,0.3021117929005842,
1.692,0.3021117929005842,0.4505397291196334
1.769,0.30440202046286846,
1.773,0.30440202046286846,0.4540460496613939
1.788,0.30668538763819175,0.4575425024185689
1.789,,0.4575425024185689
1.792,0.3089619149768738,0.4610290873911583
1.823,0.3112316229676762,
1.824,0.3112316229676762,0.4645058045791621
1.825,0.3112316229676762,0.4645058045791621
1.89,0.3157506625540004,
1.893,0.3157506625540004,0.47142963560141277
1.894,0.3157506625540004,0.47142963560141277
1.895,0.3157506625540004,0.47142963560141277
1.983,0.3224785855242293,
1.987,0.3224785855242293,
1.988,0.3224785855242293,0.4817413737503966
1.991,0.3224785855242293,
1.992,0.3224785855242293,0.4817413737503966
2.038,0.3224785855242293,
2.04,0.3233710756204437,0.4833373961087755
2.044,0.329367418620778,
2.045,,0.49264267268622347
2.047,0.33135547464082493,0.49535220896484317
2.072,0.33355810262295843,
2.074,0.33355810262295843,0.4987302483069907
2.174,0.335754132623067,
2.179,0.335754132623067,
2.18,0.336192548605546,0.5034429255078936
2.243,0.3379435844054356,
2.246,0.3379435844054356,0.5054567236375291
2.314,0.34012647767514503,
2.317,0.34012647767514503,0.5088051596259198
2.318,0.34012647767514503,0.5088051596259198
2.32,0.34012647767514503,
2.321,0.34012647767514503,0.5088051596259198
2.324,0.34012647767514503,0.5088051596259198
2.344,0.34012647767514503,
2.345,0.34012647767514503,0.5088051596259198
2.385,0.35094325188965264,
2.387,0.35094325188965264,0.5253993227990892
2.424,0.35094325188965264,
2.426,0.35094325188965264,0.5253993227990892
2.428,0.35094325188965264,0.5253993227990892
2.538,0.3573558625894331,
2.543,0.3573558625894331,
2.544,,0.5352374072879642
2.57,0.3573558625894331,
2.572,0.3573558625894331,0.5352374072879642
2.574,0.3573558625894331,0.5352374072879642
2.594,0.3573558625894331,
2.596,0.3573558625894331,0.5352374072879642
2.61,0.3573558625894331,
2.611,0.3573558625894331,
2.612,0.3573558625894331,0.5352374072879642
2.627,0.3573558625894331,
2.628,0.3573558625894331,0.5352374072879642
2.629,0.3573558625894331,0.5352374072879642
2.638,0.3573558625894331,
2.639,,0.5352374072879642
2.719,0.37417666486917206,
2.722,0.37417666486917206,
2.723,0.37417666486917206,0.5610381167365303
2.724,0.37417666486917206,0.5610381167365303
2.789,0.3783191649522152,
2.791,0.3783191649522152,
2.792,0.3783191649522152,0.5673896162528157
2.82,0.3803811129888429,
2.821,0.3803811129888429,0.5705505643340799
2.847,0.38243688445085505,
2.848,0.38243688445085505,
2.849,,0.5737016446307586
2.941,0.38448649784020883,
2.946,0.38448649784020883,
2.947,,0.5774699155111198
2.95,0.3865299716034383,0.579974201870359
2.951,,0.579974201870359
2.954,0.3865299716034383,0.579974201870359
2.962,0.3865299716034383,
2.963,0.3865299716034383,0.579974201870359
2.991,0.39262373877386786,
2.992,0.39262373877386786,0.5893090293453674
2.993,0.39262373877386786,
2.994,0.39262373877386786,
