id,aborted,batches_completed,creature_key,engram_count,mean_eligibility,onset_cycle,std_eligibility
79202,f,8,182,128,0.23814032007847044,222,0.26891293956030754
80802,f,8,182,128,0.23814032007847044,235,0.26891293956030754
83072,f,8,181,128,0.23814032007847044,214,0.26891293956030754
84772,f,8,180,128,0.23814032007847044,214,0.26891293956030754
86402,f,8,181,128,0.23814032007847044,226,0.26891293956030754
88802,f,8,181,128,0.23814032007847044,239,0.26891293956030754
91402,f,8,182,128,0.23814032007847044,248,0.26891293956030754
92885,f,8,182,128,0.23814032007847044,260,0.26891293956030754
95148,f,8,180,128,0.23814032007847044,228,0.26891293956030754
96452,f,8,182,128,0.23814032007847044,272,0.26891293956030754
98386,f,8,181,128,0.23814032007847044,252,0.26891293956030754
100028,f,8,180,128,0.23814032007847044,245,0.26891293956030754
101752,f,8,181,128,0.23814032007847044,270,0.26891293956030754
103661,f,8,182,128,0.23814032007847044,286,0.26891293956030754
105331,f,8,180,128,0.23814032007847044,261,0.26891293956030754
107305,f,8,182,128,0.23814032007847044,298,0.26891293956030754
108368,f,8,181,128,0.23814032007847044,287,0.26891293956030754
110634,f,8,180,128,0.23814032007847044,273,0.26891293956030754
112740,f,8,182,128,0.23814032007847044,311,0.26891293956030754
114402,f,8,181,128,0.23814032007847044,302,0.26891293956030754
115952,f,8,180,128,0.23814032007847044,287,0.26891293956030754
117452,f,8,182,128,0.23814032007847044,325,0.26891293956030754
119414,f,8,181,128,0.23814032007847044,316,0.26891293956030754
121310,f,8,180,128,0.23814032007847044,301,0.26891293956030754
122756,f,8,181,128,0.23814032007847044,330,0.26891293956030754
124152,f,8,180,128,0.23814032007847044,317,0.26891293956030754
125006,t,4,182,128,0.23814032007847044,340,0.26891293956030754
126398,f,8,181,128,0.23814032007847044,342,0.26891293956030754
127952,f,8,180,128,0.23814032007847044,329,0.26891293956030754
129802,f,8,180,128,0.23814032007847044,342,0.26891293956030754
131488,f,8,182,128,0.23814032007847044,353,0.26891293956030754
133007,f,8,181,128,0.23814032007847044,357,0.26891293956030754
134856,f,8,180,128,0.23814032007847044,356,0.26891293956030754
136602,f,8,181,128,0.23814032007847044,370,0.26891293956030754
138467,f,8,182,128,0.23814032007847044,374,0.26891293956030754
141046,f,8,180,128,0.23814032007847044,368,0.26891293956030754
142860,f,8,181,128,0.23814032007847044,390,0.26891293956030754
144743,f,8,180,128,0.23814032007847044,383,0.26891293956030754
146523,f,8,182,128,0.23814032007847044,391,0.26891293956030754
148702,f,8,180,128,0.23814032007847044,396,0.26891293956030754
150702,f,8,182,128,0.23814032007847044,405,0.26891293956030754
152233,f,8,181,128,0.23814032007847044,404,0.26891293956030754
153975,f,8,182,128,0.23814032007847044,417,0.26891293956030754
155261,f,8,180,128,0.23814032007847044,408,0.26891293956030754
157048,f,8,181,128,0.23814032007847044,419,0.26891293956030754
159223,f,8,181,128,0.23814032007847044,432,0.26891293956030754
161052,f,8,182,128,0.23814032007847044,432,0.26891293956030754
162469,f,8,180,128,0.23814032007847044,421,0.26891293956030754
164032,f,8,180,128,0.23814032007847044,435,0.26891293956030754
166002,f,8,182,128,0.23814032007847044,446,0.26891293956030754
168576,f,8,181,128,0.23814032007847044,445,0.26891293956030754
170179,f,8,180,128,0.23814032007847044,447,0.26891293956030754
171730,f,8,182,128,0.23814032007847044,458,0.26891293956030754
174202,f,8,181,128,0.23814032007847044,460,0.26891293956030754
175947,t,7,180,128,0.23814032007847044,460,0.26891293956030754
301102,f,8,180,128,0.23814032007847044,752,0.26891293956030754
2512676,f,8,182,128,0.23814032007847044,6412,0.26891293956030754
2584852,f,8,182,128,0.23814032007847044,6611,0.26891293956030754
2587461,f,8,180,128,0.23814032007847044,6460,0.26891293956030754
2601852,f,8,180,128,0.23814032007847044,6492,0.26891293956030754
2668052,f,8,181,128,0.23814032007847044,6792,0.26891293956030754
2704502,f,8,181,128,0.23814032007847044,6869,0.26891293956030754
2763352,f,8,182,128,0.23814032007847044,7115,0.26891293956030754
2885994,f,8,180,128,0.23814032007847044,7180,0.26891293956030754
2918299,f,8,181,128,0.23814032007847044,7390,0.26891293956030754
2928776,f,8,181,128,0.23814032007847044,7417,0.26891293956030754
5410951,f,8,182,128,0.23814032007847044,13996,0.26891293956030754
5430811,f,8,180,128,0.23814032007847044,13954,0.26891293956030754
5434951,f,8,182,128,0.23814032007847044,14063,0.26891293956030754
5440829,f,8,181,128,0.23814032007847044,14103,0.26891293956030754
5452502,f,8,181,128,0.23814032007847044,14137,0.26891293956030754
5534571,f,8,182,128,0.23814032007847044,14301,0.26891293956030754
5565954,f,8,181,128,0.23814032007847044,14404,0.26891293956030754
5579252,f,8,180,128,0.23814032007847044,14286,0.26891293956030754
5588102,f,8,182,128,0.23814032007847044,14420,0.26891293956030754
5684302,f,8,182,128,0.23814032007847044,14647,0.26891293956030754
5722952,f,8,182,128,0.23814032007847044,14731,0.26891293956030754
5726802,f,8,180,128,0.23814032007847044,14612,0.26891293956030754
5748231,f,8,180,128,0.23814032007847044,14666,0.26891293956030754
5823550,f,8,182,128,0.23814032007847044,14995,0.26891293956030754
5843809,f,8,182,128,0.23814032007847044,15037,0.26891293956030754
5847394,f,8,180,128,0.23814032007847044,14923,0.26891293956030754
5922102,f,8,182,128,0.23054035683708768,15212,0.2609011440743639
9304599,f,8,180,128,0.23814032007847044,23182,0.26891293956030754
9325620,f,8,182,128,0.23814032007847044,23398,0.26891293956030754
9392217,f,8,182,128,0.23814032007847044,23559,0.26891293956030754
9413857,f,8,181,128,0.23814032007847044,23595,0.26891293956030754
9451475,f,8,181,128,0.23814032007847044,23662,0.26891293956030754
9520364,f,8,181,128,0.23814032007847044,23856,0.26891293956030754
9526402,f,8,182,128,0.23814032007847044,23898,0.26891293956030754
9549308,f,8,180,128,0.23814032007847044,23777,0.26891293956030754
9622596,f,8,181,128,0.23814032007847044,24088,0.26891293956030754
9652389,f,8,180,128,0.23814032007847044,24048,0.26891293956030754
9687114,f,8,181,128,0.23814032007847044,24248,0.26891293956030754
9709239,f,8,180,128,0.23054035683708765,24174,0.2609011440743639
9715345,f,8,182,128,0.23814032007847044,24364,0.26891293956030754
9795952,f,8,181,128,0.23814032007847044,24503,0.26891293956030754
9823852,f,8,182,128,0.23814032007847044,24665,0.26891293956030754
9831701,f,8,180,128,0.23814032007847044,24488,0.26891293956030754
9844417,f,8,182,128,0.23814032007847044,24719,0.26891293956030754
9872275,f,8,180,128,0.23814032007847044,24598,0.26891293956030754
9903180,f,8,181,128,0.23814032007847044,24756,0.26891293956030754
9939552,f,8,180,128,0.23814032007847044,24765,0.26891293956030754
9968501,f,8,182,128,0.23814032007847044,24998,0.26891293956030754
10034806,f,8,181,128,0.23814032007847044,25094,0.26891293956030754
10037752,f,8,180,128,0.23814032007847044,25010,0.26891293956030754
177552,f,8,180,128,0.23814032007847044,472,0.26891293956030754
231052,f,8,181,128,0.23814032007847044,609,0.26891293956030754
297467,f,8,181,128,0.23814032007847044,771,0.26891293956030754
354045,f,8,181,128,0.23814032007847044,892,0.26891293956030754
2514636,f,8,180,128,0.23814032007847044,6278,0.26891293956030754
2547902,f,8,180,128,0.23814032007847044,6357,0.26891293956030754
2599602,f,8,182,128,0.23814032007847044,6663,0.26891293956030754
2684866,f,8,181,128,0.23814032007847044,6822,0.26891293956030754
2690746,f,8,181,128,0.23814032007847044,6839,0.26891293956030754
2734696,f,8,181,128,0.23814032007847044,6949,0.26891293956030754
2820495,f,8,182,128,0.23814032007847044,7262,0.26891293956030754
2969327,f,8,180,128,0.23814032007847044,7409,0.26891293956030754
2972589,f,8,180,128,0.23814032007847044,7421,0.26891293956030754
3000152,f,8,180,128,0.23814032007847044,7504,0.26891293956030754
3021152,f,8,180,128,0.23814032007847044,7550,0.26891293956030754
3036625,f,8,182,128,0.23814032007847044,7758,0.26891293956030754
5412049,f,8,180,128,0.23814032007847044,13911,0.26891293956030754
5491393,f,8,181,128,0.23814032007847044,14226,0.26891293956030754
5514408,f,8,180,128,0.23814032007847044,14146,0.26891293956030754
5563815,f,8,180,128,0.23814032007847044,14258,0.26891293956030754
5648702,f,8,181,128,0.23814032007847044,14590,0.26891293956030754
5660257,f,8,180,128,0.23814032007847044,14450,0.26891293956030754
5678320,f,8,182,128,0.23814032007847044,14635,0.26891293956030754
5688491,f,8,181,128,0.23814032007847044,14712,0.26891293956030754
5784785,f,8,180,128,0.23814032007847044,14766,0.26891293956030754
9306581,f,8,181,128,0.23814032007847044,23325,0.26891293956030754
9411835,f,8,182,128,0.23054035683708765,23620,0.2609011440743639
9421602,f,8,182,128,0.23054035683708765,23650,0.2609011440743639
9450202,f,8,180,128,0.23814032007847044,23531,0.26891293956030754
9558036,f,8,182,128,0.23814032007847044,23975,0.26891293956030754
9764821,f,8,182,128,0.23054035683708765,24504,0.2609011440743639
9771353,f,8,180,128,0.23814032007847044,24341,0.26891293956030754
9828102,f,8,181,128,0.23814032007847044,24572,0.26891293956030754
9842553,f,8,180,128,0.23814032007847044,24517,0.26891293956030754
9914052,f,8,182,128,0.23814032007847044,24864,0.26891293956030754
9946627,f,8,181,128,0.23814032007847044,24876,0.26891293956030754
10068756,f,8,182,128,0.23814032007847044,25241,0.26891293956030754
10100602,f,8,180,128,0.23814032007847044,25154,0.26891293956030754
10183889,f,8,180,128,0.23814032007847044,25330,0.26891293956030754
10202257,f,8,180,128,0.23814032007847044,25373,0.26891293956030754
10296081,f,8,180,128,0.23814032007847044,25623,0.26891293956030754
10334686,f,8,181,128,0.23814032007847044,25809,0.26891293956030754
179402,f,8,182,128,0.23814032007847044,474,0.26891293956030754
214585,f,8,182,128,0.23814032007847044,554,0.26891293956030754
263233,f,8,182,128,0.23814032007847044,667,0.26891293956030754
276952,f,8,181,128,0.23814032007847044,719,0.26891293956030754
299152,f,8,182,128,0.23814032007847044,744,0.26891293956030754
308944,f,8,181,128,0.23814032007847044,798,0.26891293956030754
348013,f,8,182,128,0.23814032007847044,886,0.26891293956030754
2516402,f,8,181,128,0.23814032007847044,6419,0.26891293956030754
2519784,f,8,180,128,0.23814032007847044,6290,0.26891293956030754
2562424,f,8,181,128,0.23814032007847044,6529,0.26891293956030754
2577056,f,8,180,128,0.23814032007847044,6432,0.26891293956030754
2593443,f,8,180,128,0.23814032007847044,6473,0.26891293956030754
2639172,f,8,180,128,0.23814032007847044,6582,0.26891293956030754
2658901,f,8,181,128,0.23814032007847044,6780,0.26891293956030754
2714803,f,8,180,128,0.23054035683708765,6765,0.2609011440743639
2855802,f,8,180,128,0.23814032007847044,7108,0.26891293956030754
2884109,f,8,182,128,0.23814032007847044,7407,0.26891293956030754
2937152,f,8,182,128,0.23814032007847044,7539,0.26891293956030754
2954786,f,8,180,128,0.23814032007847044,7370,0.26891293956030754
2961992,f,8,182,128,0.23814032007847044,7595,0.26891293956030754
2982802,f,8,182,128,0.23814032007847044,7632,0.26891293956030754
2996852,f,8,181,128,0.23814032007847044,7575,0.26891293956030754
2998152,f,8,181,128,0.23814032007847044,7589,0.26891293956030754
3039009,f,8,180,128,0.23814032007847044,7592,0.26891293956030754
5413769,f,8,181,128,0.23814032007847044,14033,0.26891293956030754
5479895,f,8,182,128,0.23814032007847044,14172,0.26891293956030754
5539402,f,8,182,128,0.23814032007847044,14314,0.26891293956030754
5613695,f,8,182,128,0.23814032007847044,14484,0.26891293956030754
5774252,f,8,182,128,0.23814032007847044,14892,0.26891293956030754
5830520,f,8,181,128,0.23814032007847044,15028,0.26891293956030754
5927226,f,8,181,128,0.23814032007847044,15280,0.26891293956030754
5960347,f,8,182,128,0.23814032007847044,15278,0.26891293956030754
9308673,f,8,182,128,0.23814032007847044,23357,0.26891293956030754
9345685,f,8,182,128,0.23814032007847044,23448,0.26891293956030754
9395368,f,8,180,128,0.23814032007847044,23404,0.26891293956030754
9416452,f,8,180,128,0.23814032007847044,23447,0.26891293956030754
9438920,f,8,182,128,0.23054035683708765,23680,0.2609011440743639
9469360,f,8,181,128,0.23814032007847044,23714,0.26891293956030754
9534626,f,8,180,128,0.23814032007847044,23739,0.26891293956030754
9547152,f,8,182,128,0.23814032007847044,23947,0.26891293956030754
9729152,f,8,181,128,0.23814032007847044,24343,0.26891293956030754
9792012,f,8,181,128,0.23814032007847044,24489,0.26891293956030754
9804402,f,8,182,128,0.23814032007847044,24602,0.26891293956030754
9862223,f,8,180,128,0.23814032007847044,24570,0.26891293956030754
9887752,f,8,182,128,0.23814032007847044,24804,0.26891293956030754
9890046,f,8,181,128,0.23814032007847044,24728,0.26891293956030754
9921731,f,8,181,128,0.23814032007847044,24802,0.26891293956030754
9944872,f,8,182,128,0.23814032007847044,24933,0.26891293956030754
9959852,f,8,181,128,0.23814032007847044,24901,0.26891293956030754
9987802,f,8,180,128,0.23814032007847044,24899,0.26891293956030754
9995858,f,8,182,128,0.23814032007847044,25058,0.26891293956030754
10055584,f,8,181,128,0.23814032007847044,25146,0.26891293956030754
10087530,f,8,181,128,0.23814032007847044,25207,0.26891293956030754
10222777,f,8,181,128,0.23814032007847044,25553,0.26891293956030754
10233238,f,8,181,128,0.23814032007847044,25580,0.26891293956030754
10266045,f,8,180,128,0.23814032007847044,25547,0.26891293956030754
10310152,f,8,181,128,0.23814032007847044,25747,0.26891293956030754
180918,f,8,181,128,0.23814032007847044,473,0.26891293956030754
199702,f,8,182,128,0.23814032007847044,514,0.26891293956030754
205186,f,8,182,128,0.23814032007847044,526,0.26891293956030754
221120,f,8,180,128,0.23814032007847044,568,0.26891293956030754
222702,f,8,182,128,0.23814032007847044,567,0.26891293956030754
249502,f,8,182,128,0.23814032007847044,636,0.26891293956030754
2517788,f,8,182,128,0.23814032007847044,6424,0.26891293956030754
2566052,f,8,182,128,0.23814032007847044,6562,0.26891293956030754
2580548,f,8,182,128,0.23814032007847044,6598,0.26891293956030754
2609510,f,8,180,128,0.23814032007847044,6509,0.26891293956030754
2653002,f,8,182,128,0.23814032007847044,6829,0.26891293956030754
2654897,f,8,180,128,0.23814032007847044,6630,0.26891293956030754
2682768,f,8,182,128,0.23814032007847044,6903,0.26891293956030754
2700352,f,8,181,128,0.23814032007847044,6856,0.26891293956030754
2795452,f,8,181,128,0.23814032007847044,7093,0.26891293956030754
2832065,f,8,181,128,0.23814032007847044,7173,0.26891293956030754
2851696,f,8,182,128,0.23814032007847044,7337,0.26891293956030754
2864602,f,8,182,128,0.23814032007847044,7363,0.26891293956030754
2916502,f,8,182,128,0.23814032007847044,7476,0.26891293956030754
2926732,f,8,180,128,0.23814032007847044,7288,0.26891293956030754
5415724,f,8,182,128,0.23814032007847044,14010,0.26891293956030754
5425921,f,8,180,128,0.23814032007847044,13937,0.26891293956030754
5429381,f,8,182,128,0.23814032007847044,14051,0.26891293956030754
5568086,f,8,182,128,0.23814032007847044,14369,0.26891293956030754
5592952,f,8,182,128,0.23814032007847044,14432,0.26891293956030754
5619402,f,8,181,128,0.23814032007847044,14525,0.26891293956030754
5623320,f,8,180,128,0.23814032007847044,14384,0.26891293956030754
5652702,f,8,182,128,0.23814032007847044,14570,0.26891293956030754
5674252,f,8,182,128,0.23814032007847044,14622,0.26891293956030754
5702456,f,8,182,128,0.23814032007847044,14691,0.26891293956030754
5719937,f,8,181,128,0.23814032007847044,14780,0.26891293956030754
5740375,f,8,181,128,0.23814032007847044,14828,0.26891293956030754
5743752,f,8,182,128,0.23814032007847044,14796,0.26891293956030754
5756113,f,8,180,128,0.23814032007847044,14691,0.26891293956030754
5767466,f,8,182,128,0.23814032007847044,14861,0.26891293956030754
5814552,f,8,180,128,0.23814032007847044,14843,0.26891293956030754
5908038,f,8,180,128,0.23814032007847044,15052,0.26891293956030754
5951254,f,8,180,128,0.23814032007847044,15118,0.26891293956030754
5968934,f,8,181,128,0.23814032007847044,15364,0.26891293956030754
9310402,f,8,180,128,0.23814032007847044,23194,0.26891293956030754
9311906,f,8,182,128,0.23814032007847044,23372,0.26891293956030754
9329942,f,8,182,128,0.23814032007847044,23410,0.26891293956030754
9347610,f,8,180,128,0.23814032007847044,23285,0.26891293956030754
9441901,f,8,180,128,0.23814032007847044,23502,0.26891293956030754
9476288,f,8,182,128,0.23814032007847044,23760,0.26891293956030754
9495032,f,8,182,128,0.23814032007847044,23820,0.26891293956030754
9509202,f,8,180,128,0.23814032007847044,23682,0.26891293956030754
9575129,f,8,181,128,0.23814032007847044,23993,0.26891293956030754
9610502,f,8,182,128,0.23814032007847044,24112,0.26891293956030754
9684902,f,8,182,128,0.23814032007847044,24291,0.26891293956030754
9734502,f,8,181,128,0.23814032007847044,24362,0.26891293956030754
9744148,f,8,182,128,0.23814032007847044,24433,0.26891293956030754
9747202,f,8,181,128,0.23814032007847044,24389,0.26891293956030754
9757875,f,8,180,128,0.23814032007847044,24313,0.26891293956030754
9767852,f,8,181,128,0.23814032007847044,24433,0.26891293956030754
9851602,f,8,180,128,0.23814032007847044,24543,0.26891293956030754
9885004,f,8,181,128,0.23814032007847044,24711,0.26891293956030754
9892669,f,8,182,128,0.23814032007847044,24816,0.26891293956030754
9895479,f,8,180,128,0.23814032007847044,24652,0.26891293956030754
9900902,f,8,180,128,0.23814032007847044,24667,0.26891293956030754
9950452,f,8,182,128,0.23814032007847044,24953,0.26891293956030754
9962882,f,8,181,128,0.23814032007847044,24913,0.26891293956030754
10032186,f,8,182,128,0.23814032007847044,25154,0.26891293956030754
10074383,f,8,181,128,0.23814032007847044,25190,0.26891293956030754
10096173,f,8,181,128,0.23814032007847044,25234,0.26891293956030754
10103709,f,8,181,128,0.23814032007847044,25253,0.26891293956030754
10154977,f,8,181,128,0.23814032007847044,25367,0.26891293956030754
10180342,f,8,181,128,0.23814032007847044,25436,0.26891293956030754
10208336,f,8,181,128,0.23814032007847044,25510,0.26891293956030754
10280085,f,8,180,128,0.23814032007847044,25579,0.26891293956030754
182657,f,8,181,128,0.23814032007847044,487,0.26891293956030754
208930,f,8,181,128,0.23814032007847044,570,0.26891293956030754
210487,f,8,180,128,0.23814032007847044,529,0.26891293956030754
212088,f,8,180,128,0.23814032007847044,543,0.26891293956030754
286918,f,8,182,128,0.23814032007847044,714,0.26891293956030754
310252,f,8,180,128,0.23814032007847044,776,0.26891293956030754
322202,f,8,182,128,0.23814032007847044,812,0.26891293956030754
2522680,f,8,181,128,0.23814032007847044,6438,0.26891293956030754
2531860,f,8,182,128,0.23814032007847044,6470,0.26891293956030754
2540702,f,8,180,128,0.23814032007847044,6344,0.26891293956030754
2544422,f,8,181,128,0.23814032007847044,6477,0.26891293956030754
2778877,f,8,181,128,0.23814032007847044,7053,0.26891293956030754
2825952,f,8,182,128,0.23814032007847044,7275,0.26891293956030754
2840352,f,8,180,128,0.23814032007847044,7065,0.26891293956030754
2879285,f,8,181,128,0.23814032007847044,7304,0.26891293956030754
2905552,f,8,180,128,0.23814032007847044,7244,0.26891293956030754
2987135,f,8,182,128,0.23814032007847044,7644,0.26891293956030754
5417523,f,8,182,128,0.23814032007847044,14023,0.26891293956030754
5423402,f,8,182,128,0.23814032007847044,14038,0.26891293956030754
5438993,f,8,180,128,0.23814032007847044,13983,0.26891293956030754
5448302,f,8,182,128,0.23814032007847044,14106,0.26891293956030754
5732756,f,8,182,128,0.23814032007847044,14763,0.26891293956030754
5786904,f,8,181,128,0.23814032007847044,14922,0.26891293956030754
5800800,f,8,180,128,0.23814032007847044,14803,0.26891293956030754
5827483,f,8,180,128,0.23814032007847044,14868,0.26891293956030754
5832402,f,8,181,128,0.23814032007847044,15041,0.26891293956030754
5835373,f,8,182,128,0.23814032007847044,15024,0.26891293956030754
5851661,f,8,182,128,0.23814032007847044,15053,0.26891293956030754
5893660,f,8,180,128,0.23814032007847044,15017,0.26891293956030754
5911402,f,8,182,128,0.23054035683708765,15184,0.2609011440743639
5937969,f,8,182,128,0.23054035683708768,15224,0.2609011440743639
5953952,f,8,182,128,0.23814032007847044,15263,0.26891293956030754
5964102,f,8,182,128,0.23814032007847044,15293,0.26891293956030754
5984349,t,0,180,128,0.23814032007847044,15189,0.26891293956030754
9314070,f,8,181,128,0.23814032007847044,23338,0.26891293956030754
9388302,f,8,180,128,0.23814032007847044,23389,0.26891293956030754
9390057,f,8,181,128,0.23814032007847044,23526,0.26891293956030754
9428046,f,8,181,128,0.23814032007847044,23620,0.26891293956030754
9436014,f,8,182,128,0.23054035683708765,23667,0.2609011440743639
9499525,f,8,181,128,0.23814032007847044,23798,0.26891293956030754
9510924,f,8,182,128,0.23814032007847044,23859,0.26891293956030754
9651202,f,8,181,128,0.23814032007847044,24156,0.26891293956030754
9659241,f,8,182,128,0.23814032007847044,24225,0.26891293956030754
9699402,f,8,182,128,0.23814032007847044,24332,0.26891293956030754
9719352,f,8,181,128,0.23814032007847044,24318,0.26891293956030754
9754038,f,8,181,128,0.23814032007847044,24404,0.26891293956030754
9777487,f,8,180,128,0.23814032007847044,24368,0.26891293956030754
9786552,f,8,181,128,0.23814032007847044,24474,0.26891293956030754
9837352,f,8,182,128,0.23814032007847044,24693,0.26891293956030754
9858533,f,8,182,128,0.23814032007847044,24746,0.26891293956030754
9868296,f,8,180,128,0.23814032007847044,24586,0.26891293956030754
9877029,f,8,180,128,0.23814032007847044,24613,0.26891293956030754
9920102,f,8,180,128,0.23814032007847044,24706,0.26891293956030754
9925321,f,8,182,128,0.23814032007847044,24890,0.26891293956030754
9933608,f,8,182,128,0.23814032007847044,24905,0.26891293956030754
184252,f,8,180,128,0.23814032007847044,487,0.26891293956030754
190435,f,8,181,128,0.23814032007847044,515,0.26891293956030754
191919,f,8,180,128,0.23814032007847044,504,0.26891293956030754
201516,f,8,180,128,0.23814032007847044,517,0.26891293956030754
235239,f,8,182,128,0.23814032007847044,595,0.26891293956030754
2524252,f,8,182,128,0.23814032007847044,6439,0.26891293956030754
2530249,f,8,180,128,0.23814032007847044,6316,0.26891293956030754
2575252,f,8,182,128,0.23814032007847044,6586,0.26891293956030754
2628084,f,8,182,128,0.23814032007847044,6757,0.26891293956030754
2633609,f,8,182,128,0.23814032007847044,6772,0.26891293956030754
2692352,f,8,180,128,0.23814032007847044,6709,0.26891293956030754
2705471,f,8,182,128,0.23814032007847044,6955,0.26891293956030754
2882302,f,8,181,128,0.23814032007847044,7316,0.26891293956030754
2900147,f,8,180,128,0.23814032007847044,7218,0.26891293956030754
2934156,f,8,180,128,0.23814032007847044,7314,0.26891293956030754
2944052,f,8,182,128,0.23814032007847044,7553,0.26891293956030754
2958402,f,8,182,128,0.23814032007847044,7581,0.26891293956030754
2966952,f,8,181,128,0.23814032007847044,7509,0.26891293956030754
2989052,f,8,181,128,0.23814032007847044,7554,0.26891293956030754
5420509,f,8,180,128,0.23814032007847044,13924,0.26891293956030754
5436540,f,8,180,128,0.23814032007847044,13967,0.26891293956030754
5506264,f,8,180,128,0.23814032007847044,14134,0.26891293956030754
5530852,f,8,180,128,0.23814032007847044,14190,0.26891293956030754
5604016,f,8,181,128,0.23814032007847044,14483,0.26891293956030754
5682402,f,8,180,128,0.23814032007847044,14493,0.26891293956030754
5698873,f,8,180,128,0.23814032007847044,14517,0.26891293956030754
5709052,f,8,182,128,0.23814032007847044,14703,0.26891293956030754
5745602,f,8,181,128,0.23814032007847044,14843,0.26891293956030754
5759702,f,8,181,128,0.23814032007847044,14867,0.26891293956030754
5776358,f,8,180,128,0.23814032007847044,14734,0.26891293956030754
5867477,f,8,180,128,0.23814032007847044,14974,0.26891293956030754
5899252,f,8,181,128,0.23814032007847044,15207,0.26891293956030754
9316551,f,8,180,128,0.23814032007847044,23209,0.26891293956030754
9323842,f,8,180,128,0.23814032007847044,23222,0.26891293956030754
9333445,f,8,181,128,0.23814032007847044,23390,0.26891293956030754
9360706,f,8,182,128,0.23814032007847044,23489,0.26891293956030754
9455502,f,8,182,128,0.23814032007847044,23719,0.26891293956030754
9577474,f,8,182,128,0.23814032007847044,24021,0.26891293956030754
9581631,f,8,182,128,0.23814032007847044,24033,0.26891293956030754
9604723,f,8,182,128,0.23814032007847044,24096,0.26891293956030754
9626502,f,8,181,128,0.23814032007847044,24100,0.26891293956030754
9634802,f,8,180,128,0.23814032007847044,23988,0.26891293956030754
9677002,f,8,182,128,0.23814032007847044,24264,0.26891293956030754
9808379,f,8,180,128,0.23814032007847044,24436,0.26891293956030754
9847778,f,8,180,128,0.23814032007847044,24530,0.26891293956030754
9860428,f,8,181,128,0.23814032007847044,24662,0.26891293956030754
9966782,f,8,181,128,0.23814032007847044,24925,0.26891293956030754
9997820,f,8,180,128,0.23814032007847044,24926,0.26891293956030754
10057781,f,8,182,128,0.23814032007847044,25213,0.26891293956030754
10060170,f,8,180,128,0.23814032007847044,25049,0.26891293956030754
10133902,f,8,180,128,0.23814032007847044,25225,0.26891293956030754
10169247,f,8,180,128,0.23814032007847044,25302,0.26891293956030754
10282431,f,8,181,128,0.23814032007847044,25695,0.26891293956030754
10290152,f,8,180,128,0.23814032007847044,25610,0.26891293956030754
10323894,f,8,180,128,0.23814032007847044,25697,0.26891293956030754
186202,f,8,182,128,0.23814032007847044,487,0.26891293956030754
197302,f,8,181,128,0.23814032007847044,541,0.26891293956030754
