creatureKey,regulatingCount,batches
98,0,1476
98,1,361
98,2,217
98,3,197
98,4,138
98,5,222
98,6,85
98,7,58
98,8,52
98,9,40
98,10,64
98,11,35
98,12,31
98,13,15
98,14,18
98,15,28
98,16,19
98,17,16
98,18,4
98,19,13
98,20,11
98,21,5
98,22,6
98,23,6
98,24,7
98,25,8
98,26,4
98,27,3
98,28,2
98,29,4
98,30,8
98,31,1
98,32,4
98,33,3
98,35,1
98,36,3
98,37,2
98,38,2
98,39,1
98,40,1
98,42,1
98,43,2
98,44,3
98,45,1
98,46,2
98,48,3
98,49,2
98,50,3
98,51,2
98,53,1
98,54,1
98,55,1
98,56,1
98,58,1
98,60,1
98,61,1
98,63,2
98,64,1
98,66,1
98,73,1
98,74,1
98,77,1
98,82,1
98,85,1
98,89,2
98,107,1
98,113,1
98,145,1
98,149,1
98,157,1
98,172,1
98,193,1
98,222,1
