creatureKey,regulatingCount,batches
94,0,1657
94,1,335
94,2,197
94,3,177
94,4,114
94,5,228
94,6,69
94,7,62
94,8,37
94,9,53
94,10,63
94,11,33
94,12,21
94,13,19
94,14,27
94,15,17
94,16,9
94,17,13
94,18,10
94,19,8
94,20,15
94,21,4
94,22,9
94,23,3
94,24,6
94,25,11
94,26,5
94,27,5
94,28,9
94,29,3
94,30,7
94,31,3
94,32,3
94,33,3
94,34,1
94,35,6
94,36,1
94,37,1
94,38,3
94,39,1
94,40,1
94,41,1
94,42,1
94,43,1
94,44,1
94,45,2
94,47,1
94,48,3
94,50,1
94,51,1
94,52,2
94,55,1
94,57,1
94,58,3
94,59,1
94,60,1
94,62,2
94,64,2
94,68,1
94,69,1
94,76,1
94,82,1
94,83,1
94,87,1
94,88,1
94,97,1
94,110,2
94,134,1
94,155,1
94,177,1
