ids,distances
345,716.1147390953669
346,2864.6319723320885
347,1563.7327416890994
348,675.5221742852466
349,13567.586755077013
350,4835.484610967622
351,2688.129501714151
352,1569.5122413068298
353,3034.7649237323744
354,2422.2541854683204
