creatureKey,regulatingCount,batches
96,0,1564
96,1,377
96,2,225
96,3,167
96,4,133
96,5,265
96,6,63
96,7,63
96,8,48
96,9,44
96,10,47
96,11,25
96,12,13
96,13,11
96,14,12
96,15,18
96,16,12
96,17,8
96,18,9
96,19,5
96,20,9
96,21,6
96,22,4
96,23,1
96,24,1
96,25,13
96,26,3
96,27,3
96,30,3
96,31,1
96,32,5
96,33,2
96,35,1
96,36,4
96,37,3
96,38,3
96,40,1
96,42,3
96,43,1
96,45,1
96,48,1
96,50,1
96,52,1
96,53,1
96,54,2
96,55,1
96,57,1
96,59,2
96,60,1
96,61,1
96,64,1
96,65,1
96,66,1
96,67,1
96,68,1
96,73,1
96,82,1
96,85,1
96,89,1
96,115,1
96,124,1
96,127,1
96,138,1
96,157,1
