creatureKey,regulatingCount,batches
97,0,1969
97,1,641
97,2,341
97,3,218
97,4,208
97,5,279
97,6,75
97,7,32
97,8,38
97,9,28
97,10,33
97,11,12
97,12,25
97,13,7
97,14,16
97,15,11
97,16,3
97,17,5
97,18,9
97,19,3
97,20,10
97,21,6
97,22,2
97,23,6
97,24,3
97,25,5
97,26,2
97,27,3
97,28,2
97,29,1
97,30,1
97,31,2
97,33,2
97,34,2
97,35,3
97,36,2
97,37,1
97,40,1
97,41,1
97,43,2
97,45,1
97,47,1
97,50,2
97,51,1
97,52,1
97,57,1
97,58,1
97,62,1
97,64,2
97,69,1
97,73,1
97,76,1
97,86,1
97,88,1
97,97,1
97,117,1
97,234,1
97,278,1
