creatureKey,regulatingCount,batches
95,0,1701
95,1,331
95,2,239
95,3,157
95,4,103
95,5,267
95,6,68
95,7,43
95,8,41
95,9,34
95,10,56
95,11,19
95,12,19
95,13,15
95,14,17
95,15,26
95,16,8
95,17,10
95,18,14
95,19,8
95,20,10
95,21,8
95,22,4
95,23,7
95,24,3
95,25,10
95,26,6
95,27,3
95,28,4
95,29,4
95,30,3
95,31,4
95,32,1
95,33,3
95,34,1
95,35,4
95,36,3
95,37,3
95,38,1
95,39,1
95,40,2
95,41,2
95,42,3
95,45,1
95,46,1
95,47,4
95,51,1
95,53,1
95,55,1
95,56,2
95,58,1
95,59,1
95,61,1
95,63,2
95,65,2
95,66,1
95,67,1
95,68,1
95,71,1
95,77,1
95,80,2
95,84,1
95,87,1
95,94,1
95,107,1
