creatureKey,regulatingCount,batches
95,0,2462
95,1,943
95,2,542
95,3,365
95,4,278
95,5,381
95,6,104
95,7,48
95,8,45
95,9,44
95,10,72
95,11,21
95,12,24
95,13,21
95,14,10
95,15,20
95,16,10
95,17,6
95,18,8
95,19,6
95,20,16
95,21,4
95,22,6
95,23,5
95,24,6
95,25,10
95,26,4
95,27,1
95,28,3
95,29,5
95,30,5
95,31,5
95,32,5
95,33,1
95,34,3
95,35,5
95,36,1
95,37,4
95,39,2
95,41,3
95,42,2
95,43,1
95,44,2
95,47,2
95,48,3
95,50,1
95,51,2
95,53,1
95,55,1
95,57,1
95,59,2
95,62,1
95,63,1
95,82,1
95,83,1
95,89,1
95,93,1
95,102,1
95,124,1
