creature_key,onset_cycle,batch_index,batch_size,loss
182,5,0,3,5.2409215
182,20,0,16,3.0404181
182,20,1,16,2.4338956
182,20,2,13,2.9796991
182,42,0,16,3.0365188
182,42,1,16,2.4314125
182,42,2,16,2.454195
182,42,3,16,1.1050956
182,42,4,6,4.4175196
182,57,0,16,3.0334659
182,57,1,16,2.4297562
182,57,2,16,2.4529643
182,57,3,16,1.1049024
182,57,4,16,1.6946421
182,57,5,16,0.8313777
182,57,6,8,3.846915
182,74,0,16,2.57238
182,74,1,16,1.68265
182,74,2,16,1.4224284
182,74,3,16,2.35329
182,74,4,16,0.3610036
182,74,5,16,2.4511611
182,74,6,16,0.27379143
182,74,7,16,2.5727723
182,89,0,16,0.9901453
182,89,1,16,2.1907942
182,89,2,16,0.4767043
182,89,3,16,2.3298411
182,89,4,16,0.36133155
182,89,5,16,2.4771945
182,89,6,16,0.27380306
182,89,7,16,2.5706117
182,103,0,16,0.6291601
182,103,1,16,2.1688092
182,103,2,16,0.4773671
182,103,3,16,2.351774
182,103,4,16,0.3616471
182,103,5,16,2.4767566
182,103,6,16,0.27325994
182,103,7,16,2.5369527
182,116,0,16,0.6291079
182,116,1,16,2.168719
182,116,2,16,0.47729144
182,116,3,16,2.35177
182,116,4,16,0.3616347
182,116,5,16,2.4774947
182,116,6,16,0.27331933
182,116,7,16,2.5363731
182,133,0,16,0.63067925
182,133,1,16,2.1887405
182,133,2,16,0.477563
182,133,3,16,2.3530998
182,133,4,16,0.36054915
182,133,5,16,2.4447446
182,133,6,16,0.27366456
182,133,7,16,2.5662403
182,149,0,16,0.63062084
182,149,1,16,2.1886282
182,149,2,16,0.47753677
182,149,3,16,2.3527462
182,149,4,16,0.36049008
182,149,5,16,2.4444127
182,149,6,16,0.27360824
182,149,7,16,2.5661364
182,162,0,16,0.63121814
182,162,1,16,2.188186
182,162,2,16,0.47600684
182,162,3,16,2.3225594
182,162,4,16,0.3615161
182,162,5,16,2.4725735
182,162,6,16,0.27408135
182,162,7,16,2.5695393
182,175,0,16,0.6305007
182,175,1,16,2.187679
182,175,2,16,0.47801766
182,175,3,16,2.3516245
182,175,4,16,0.36167878
182,175,5,16,2.4751184
182,175,6,16,0.2738059
182,175,7,16,2.567732
182,189,0,16,0.6304561
182,189,1,16,2.1875753
182,189,2,16,0.47796407
182,189,3,16,2.3514805
182,189,4,16,0.36166215
182,189,5,16,2.4751315
182,189,6,16,0.27377987
182,189,7,16,2.5672054
182,203,0,16,0.63155407
182,203,1,16,2.1877983
182,203,2,16,0.47757918
182,203,3,16,2.3517454
182,203,4,16,0.36135858
182,203,5,16,2.4736261
182,203,6,16,0.2735444
182,203,7,16,2.5704267
182,220,0,16,0.63145554
182,220,1,16,2.1875732
182,220,2,16,0.47752184
182,220,3,16,2.3516681
182,220,4,16,0.36131477
182,220,5,16,2.473189
182,220,6,16,0.27350807
182,220,7,16,2.5700495
182,232,0,16,0.63063747
182,232,1,16,2.1881042
182,232,2,16,0.477416
182,232,3,16,2.3479364
182,232,4,16,0.3612182
182,232,5,16,2.4765325
182,232,6,16,0.27386317
182,232,7,16,2.5664701
182,254,0,16,0.6308322
182,254,1,16,2.1851025
182,254,2,16,0.47695425
182,254,3,16,2.3524935
182,254,4,16,0.36144653
182,254,5,16,2.471382
182,254,6,16,0.2736749
182,254,7,16,2.5683331
182,269,0,16,0.6305844
182,269,1,16,2.1846218
182,269,2,16,0.4767296
182,269,3,16,2.3506937
182,269,4,16,0.36132005
182,269,5,16,2.470988
182,269,6,16,0.2735821
182,269,7,16,2.5667326
182,281,0,16,0.6298713
182,281,1,16,2.1853037
182,281,2,16,0.47705388
182,281,3,16,2.3481498
182,281,4,16,0.36117756
182,281,5,16,2.4721003
182,281,6,16,0.27316982
182,281,7,16,2.5660255
182,298,0,16,0.629595
182,298,1,16,2.1841135
182,298,2,16,0.47693038
182,298,3,16,2.347242
182,298,4,16,0.36100453
182,298,5,16,2.4707658
182,298,6,16,0.2730553
182,298,7,16,2.5658698
182,310,0,16,0.6295922
182,310,1,16,2.183809
182,310,2,16,0.47669154
182,310,3,16,2.345218
182,310,4,16,0.360875
182,310,5,16,2.4699614
182,310,6,16,0.2729561
182,310,7,16,2.5645301
182,322,0,16,0.62996393
182,322,1,16,2.182399
182,322,2,16,0.4759626
182,322,3,16,2.3469956
182,322,4,16,0.359908
182,322,5,16,2.4411407
182,322,6,16,0.27271524
182,322,7,16,2.5315425
182,334,0,16,0.6297479
182,334,1,16,2.1815808
182,334,2,16,0.47582656
182,334,3,16,2.346284
182,334,4,16,0.35977623
182,334,5,16,2.4405384
182,334,6,16,0.27263
182,334,7,16,2.5306249
182,350,0,16,0.6294977
182,350,1,16,2.1808803
182,350,2,16,0.4757211
182,350,3,16,2.345403
182,350,4,16,0.35968372
182,350,5,16,2.4410195
182,350,6,16,0.27256948
182,350,7,16,2.5297787
182,363,0,16,0.6282398
182,363,1,16,2.1822374
182,363,2,16,0.4749171
182,363,3,16,2.3190408
182,363,4,16,0.35991514
182,363,5,16,2.43982
182,363,6,16,0.2728881
182,363,7,16,2.5593708
182,376,0,16,0.6283946
182,376,1,16,2.1825633
182,376,2,16,0.4748966
182,376,3,16,2.3182843
182,376,4,16,0.35974547
182,376,5,16,2.4382994
182,376,6,16,0.27278283
182,376,7,16,2.5581708
182,392,0,16,0.62822497
182,392,1,16,2.1820698
182,392,2,16,0.47481665
182,392,3,16,2.3184164
182,392,4,16,0.35981113
182,392,5,16,2.4391654
182,392,6,16,0.27280116
182,392,7,16,2.5582173
182,416,0,16,0.626437
182,416,1,16,2.1591938
182,416,2,16,0.47464326
182,416,3,16,2.3174868
182,416,4,16,0.36015916
182,416,5,16,2.4641185
182,416,6,16,0.27283248
182,416,7,16,2.5573225
182,431,0,16,0.62702113
182,431,1,16,2.1585813
182,431,2,16,0.4758669
182,431,3,16,2.340777
182,431,4,16,0.3602886
182,431,5,16,2.463833
182,431,6,16,0.2725564
182,431,7,16,2.559444
182,446,0,16,0.6269679
182,446,1,16,2.1571856
182,446,2,16,0.47575
182,446,3,16,2.3402376
182,446,4,16,0.3602787
182,446,5,16,2.463669
182,446,6,16,0.27257374
182,446,7,16,2.5609095
182,458,0,16,0.6274213
182,458,1,16,2.1578639
182,458,2,16,0.4758133
182,458,3,16,2.3404064
182,458,4,16,0.36039606
182,458,5,16,2.4656882
182,458,6,16,0.27272195
182,458,7,16,2.5596848
182,471,0,16,0.6287795
182,471,1,16,2.179547
182,471,2,16,0.47583684
182,471,3,16,2.3417716
182,471,4,16,0.3601139
182,471,5,16,2.4637458
182,471,6,16,0.27237648
182,471,7,16,2.5283582
182,487,0,16,0.6287239
182,487,1,16,2.1784992
182,487,2,16,0.47568536
182,487,3,16,2.3408802
182,487,4,16,0.36003366
182,487,5,16,2.4633458
182,487,6,16,0.27229393
182,487,7,16,2.5281591
182,500,0,16,0.628341
182,500,1,16,2.177278
182,500,2,16,0.47575825
182,500,3,16,2.3403358
182,500,4,16,0.3595252
182,500,5,16,2.436182
182,500,6,16,0.272646
182,500,7,16,2.559599
182,512,0,16,0.62834543
182,512,1,16,2.1772122
182,512,2,16,0.47568056
182,512,3,16,2.3389528
182,512,4,16,0.35936308
182,512,5,16,2.4356616
182,512,6,16,0.27246267
182,512,7,16,2.5584583
182,525,0,16,0.62829465
182,525,1,16,2.1768165
182,525,2,16,0.47565407
182,525,3,16,2.3390374
182,525,4,16,0.3593515
182,525,5,16,2.4351664
182,525,6,16,0.272538
182,525,7,16,2.5587685
182,546,0,16,0.6284649
182,546,1,16,2.176321
182,546,2,16,0.47444534
182,546,3,16,2.3141487
182,546,4,16,0.35977772
182,546,5,16,2.4643836
182,546,6,16,0.2726554
182,546,7,16,2.5578022
182,560,0,16,0.6262328
182,560,1,16,2.1556783
182,560,2,16,0.47501487
182,560,3,16,2.341861
182,560,4,16,0.3599454
182,560,5,16,2.4637802
182,560,6,16,0.2721861
