time,simpleEfficiency,complexEfficiency
0.001,,0.107715962592712
0.002,,0.10858971557562076
0.003,0.07509867717269962,0.1091811418517866
0.004,0.07509867717269962,
0.005,0.07711088385381852,
0.006,,0.1130072681298167
0.007,,0.11362461897247231
0.008,,0.11449569928002704
0.01,,0.1219378346769859
0.012,,0.1219378346769859
0.014,,0.12635815987674226
0.015,,0.14607315876598945
0.016,0.10823928214367413,0.15802484144899492
0.017,,0.1588755696012039
0.019,0.10938870521332913,
0.021,0.10996289971462486,
0.022,,0.13375685262818446
0.023,,0.13375685262818446
0.026,0.08240301473328723,
0.027,0.08319011077443897,
0.028,0.08436957482154574,0.1219378346769859
0.029,,0.12280514070729871
0.03,,0.12280514070729871
0.031,0.08613611921994142,
0.032,0.08613611921994142,0.12540469052993658
0.033,,0.12627041771471567
0.034,0.09511563116609736,0.1386357996345265
0.035,0.09511563116609736,0.1386357996345265
0.036,0.09511563116609736,0.13920891626357088
0.037,,0.14035475481027623
0.038,0.09628079317167533,0.14035475481027623
0.039,,0.141213640331076
0.043,,0.141213640331076
0.046,,0.13432869740943784
0.047,,0.13203184521122222
0.052,,0.13576736579597978
0.054,0.09297586600936232,0.13548028119961303
0.055,0.09297586600936232,0.13548028119961303
0.056,,0.13548028119961303
0.059,0.09414359419311348,0.13720213092550793
0.06,,0.1406410938406966
0.062,,0.1406410938406966
0.063,,0.1406410938406966
0.064,0.09705679142978146,0.1406410938406966
0.065,,0.14149984779103517
0.069,0.09763838286004685,
0.071,,0.1432161715575621
0.074,,0.14407374137375042
0.075,0.09909079213289881,
0.077,0.10054111144154826,
0.079,,0.14664408255401487
0.08,,0.14664408255401487
0.081,0.10112061290685877,
0.083,,0.14762230156170822
0.084,0.10169976677557943,0.14835566978394069
0.085,,0.14835566978394069
0.086,,0.14856947017091263
0.087,0.10227857325620562,
0.088,,0.1492108713318285
0.089,0.10227857325620562,
0.09,0.10227857325620562,0.1492108713318285
0.091,0.1028570325571079,0.1504928842308933
0.092,,0.15092009029345377
0.093,,0.15092009029345377
0.095,0.10343514488653144,0.15177410770719127
0.096,,0.153480958400516
0.097,0.10632050924131668,0.15433371273782653
0.098,,0.15688992325056436
0.099,0.10747223345749053,0.1577411776846179
0.1,0.10804757749694384,0.1577411776846179
0.101,,0.15830841749973132
0.102,,0.158592037407288
0.105,,0.16029257271847797
0.106,0.10977153982588347,0.16029257271847797
0.107,0.11034550469530822,
0.108,,0.16749853337633022
0.109,0.11720628860088098,
0.111,0.1200504014327463,
0.112,,0.18672816553799848
0.113,,0.18672816553799848
0.114,0.12759312045075386,0.18672816553799848
0.117,,0.18672816553799848
0.118,,0.18672816553799848
0.119,0.13563452534536607,0.1986918628399441
0.121,0.14360707067840342,0.2215552535741159
0.122,0.15096208814970627,
0.123,,0.2215552535741159
0.125,0.14101888203648727,
0.127,0.12514835240935784,
0.128,,0.18309526991293137
0.129,0.12571309395850522,0.1786804569493712
0.13,0.12118565965985985,0.17721108932602392
0.131,,0.17721108932602392
0.132,0.12175277811151482,0.17805287068687525
0.133,0.12231955639415978,
0.134,0.12231955639415978,0.17889425733634315
0.135,,0.18057584650112876
0.136,0.12401785226782411,
0.137,,0.1847729119638827
0.138,,0.1847729119638827
0.14,0.12796867475337226,0.18728641470493396
0.141,0.12853172461666976,0.1881234595291842
0.142,0.12853172461666976,
0.145,0.13021884864521063,0.1906322257336344
0.146,0.13078054880912332,0.19146769171235092
0.147,,0.19158698760768425
0.148,,0.19230276297968407
0.149,,0.19230276297968407
0.15,,0.19230276297968407
0.151,0.1313419120540234,0.19230276297968407
0.152,0.13246362859502803,
0.153,,0.1939717213802
0.154,,0.1939717213802
0.155,,0.19480560851338286
0.156,0.13470302753276328,0.19730490164463085
0.157,0.13470302753276328,
0.158,,0.19730490164463085
0.159,,0.19730490164463085
0.162,0.13749472880448177,
0.165,,0.2014624959690423
0.166,,0.2014624959690423
0.168,0.13749472880448177,0.2014624959690423
0.169,,0.2014624959690423
0.17,,0.20229283069977433
0.171,,0.20229283069977433
0.172,0.1386090663936424,
0.173,0.1386090663936424,0.20312277071912296
0.176,0.13972206757969824,0.20478146662366986
0.177,,0.2056102225088682
0.178,0.14027806752248762,
0.179,,0.20726655014511455
0.18,,0.20726655014511455
0.181,0.14138906710838922,0.20892129893582723
0.182,0.14360707067840342,
0.183,,0.2105744688810062
0.184,0.14360707067840342,0.2105744688810062
0.187,,0.21140046178652058
0.189,,0.21140046178652058
0.19,0.14416074031849427,0.21140046178652058
0.191,,0.21140046178652058
0.192,,0.21140046178652058
0.193,,0.21140046178652058
0.195,0.14471407785644164,0.2122260599806515
0.196,,0.2122260599806515
0.197,,0.2122260599806515
0.198,0.14581975742259273,0.21346366784908102
0.2,,0.21552450564334094
0.202,0.14775146553396917,0.21662254025583152
0.203,,0.2171713602063851
0.204,,0.21717136020638508
0.205,0.14857815847993833,
0.206,0.14967920393036682,0.2196386817155757
0.207,0.15022923138327188,
0.211,,0.22210245082231547
0.212,,0.22251268429538867
0.213,,0.22292291776846188
0.215,0.15461759058490188,
0.217,0.15516465589454603,0.2272920313877245
0.218,,0.22865513447275082
0.219,0.15571139306345655,0.2286551344727508
0.22,,0.22947244372782985
0.222,0.15680388376625984,0.23049348822960344
0.223,,0.23110587810383762
0.224,,0.23273753627861993
0.225,,0.2335530693324735
0.226,,0.23436801031925195
0.227,0.16116076025540818,0.23681046501128677
0.229,,0.23762382715253155
0.23,0.16170390084078506,0.23762382715253155
0.231,,0.2384367945823929
0.232,0.16278920484713583,0.2392493673008708
0.233,0.1633313686588192,
0.234,0.1633313686588192,0.2404674369558208
0.235,,0.24087332860367633
0.236,,0.24249571106094817
0.237,,0.24249571106094817
0.238,0.16495590966969745,
0.239,0.16495590966969745,
0.24,0.16495590966969745,0.24249571106094817
0.241,,0.24330631022250898
0.242,,0.24411651467268636
0.245,0.16711742063580565,
0.246,0.16873515288285124,0.24816161625282177
0.247,0.16981202444722854,0.2499382243147373
0.248,0.17142491077005376,0.2530027126733313
0.249,0.17196189471229956,0.2530027126733313
0.25,0.17196189471229956,0.25353969128238213
0.255,0.1751770411553803,0.25782959948403755
0.256,0.1751770411553803,
0.257,0.1751770411553803,
0.258,0.1751770411553803,0.2583649992475547
0.259,,0.26023771428571446
0.26,0.1773140508192462,0.2610396297968398
0.261,,0.2610396297968398
0.262,0.17784750233729565,0.26144039019671084
0.263,0.17784750233729565,0.26264227668494045
0.264,,0.26264227668494045
0.266,,0.2698346494679137
0.267,0.1836943928589509,
0.268,,0.27089742319681837
0.27,0.185810985389089,0.2738165972267012
0.271,0.18686737824414182,
0.273,0.1879225041880674,0.27699505062882956
0.274,,0.27699505062882956
0.275,0.1884495925432354,0.27778867720090306
0.276,,0.2785819090615932
0.277,0.1895028209687408,0.2788990439213158
0.278,0.19002896141824052,0.27937474621089986
0.28,0.19055478627815675,0.2817508893905193
0.281,,0.2817508893905193
0.283,,0.2825421476942923
0.284,,0.28333301128668187
0.285,,0.2851766492529293
0.286,,0.28570323379554996
0.287,,0.28649251854240576
0.288,0.19422673967588341,0.28649251854240576
0.289,0.19422673967588341,0.28649251854240576
0.291,0.19422673967588341,0.28649251854240576
0.295,0.19527303968271212,0.28806990390196713
0.297,,0.28885800451467264
0.298,,0.28885800451467264
0.299,,0.2896457104159948
0.3,,0.29043302160593354
0.301,,0.29043302160593354
0.302,,0.29043302160593354
0.303,,0.29082647984521115
0.304,0.1973618767803148,
0.305,,0.2912199380844888
0.306,,0.2927925869074491
0.309,0.20048574768250174,0.2959331480167685
0.31,,0.2959331480167685
0.311,,0.29671730151563985
0.312,0.20100530035250466,0.29671730151563985
0.313,0.2015245413844063,0.29671730151563985
0.315,0.2015245413844063,0.29750106030312773
0.316,,0.29750106030312773
0.317,,0.29854541416747254
0.321,0.20359839286785497,0.3014139335698157
0.322,,0.3018046288294094
0.323,,0.302976319896807
0.324,,0.3037569209932275
0.325,,0.30609635601418833
0.326,,0.30687537826507516
0.327,,0.30687537826507516
0.328,,0.3080431222186385
0.329,,0.3084322386326984
0.33,,0.30959879845211147
0.331,0.2097901673027979,
0.332,,0.31076456884875764
0.333,0.2113311576942331,
0.334,,0.31231748210254673
0.336,,0.31231748210254673
0.337,,0.3130933466623661
0.338,,0.31386881651080206
