creatureKey,action_time,action_type,selection_type,target_key
93,1782156389063,WANDER,RANDOM,93
93,1782156389361,SLEEP,RANDOM,93
93,1782156389433,WANDER,RANDOM,93
93,1782156389436,SLEEP,RANDOM,93
93,1782156389438,WANDER,RANDOM,93
93,1782156390223,AVOID,RANDOM,10
93,1782156390261,WANDER,RANDOM,93
93,1782156390274,WANDER,RANDOM,93
93,1782156390279,SLEEP,AFFORDANCE,23
93,1782156390283,SLEEP,RANDOM,93
93,1782156390299,APPROACH,AFFORDANCE,5
93,1782156390301,WANDER,RANDOM,93
93,1782156390319,APPROACH,RANDOM,10
93,1782156390323,WANDER,RANDOM,93
93,1782156390651,APPROACH,RANDOM,83
93,1782156390739,AVOID,AFFORDANCE,10
93,1782156390763,SLEEP,AFFORDANCE,57
93,1782156390770,SLEEP,RANDOM,93
93,1782156390843,AVOID,AFFORDANCE,23
93,1782156390861,AVOID,AFFORDANCE,5
93,1782156390863,SLEEP,AFFORDANCE,83
93,1782156390866,SLEEP,RANDOM,93
93,1782156390869,SLEEP,RANDOM,93
93,1782156390895,SLEEP,AFFORDANCE,10
93,1782156390898,SLEEP,RANDOM,93
93,1782156390941,APPROACH,RANDOM,64
93,1782156390969,SLEEP,RANDOM,93
93,1782156390971,AVOID,AFFORDANCE,83
93,1782156390973,WANDER,RANDOM,93
93,1782156390974,SLEEP,RANDOM,93
93,1782156390976,APPROACH,RANDOM,57
93,1782156391013,SLEEP,AFFORDANCE,10
93,1782156391016,APPROACH,RANDOM,57
93,1782156391031,SLEEP,RANDOM,83
93,1782156391047,SLEEP,RANDOM,93
93,1782156391049,APPROACH,RANDOM,57
93,1782156391143,AVOID,AFFORDANCE,64
93,1782156391144,WANDER,RANDOM,93
93,1782156391145,SLEEP,RANDOM,93
93,1782156391166,SLEEP,AFFORDANCE,23
93,1782156391220,SLEEP,AFFORDANCE,64
93,1782156391234,WANDER,RANDOM,93
93,1782156391237,SLEEP,AFFORDANCE,5
93,1782156391257,APPROACH,AFFORDANCE,83
93,1782156391275,WANDER,RANDOM,93
93,1782156391276,AVOID,AFFORDANCE,10
93,1782156391279,WANDER,RANDOM,93
93,1782156391293,SLEEP,AFFORDANCE,57
93,1782156391333,AVOID,RANDOM,5
93,1782156391336,SLEEP,RANDOM,57
93,1782156391388,APPROACH,RANDOM,10
93,1782156391390,SLEEP,RANDOM,93
93,1782156391473,SLEEP,AFFORDANCE,5
93,1782156391489,SLEEP,RANDOM,57
93,1782156391508,SLEEP,AFFORDANCE,10
93,1782156391933,AVOID,AFFORDANCE,57
93,1782156391937,WANDER,RANDOM,93
93,1782156391951,SLEEP,RANDOM,93
93,1782156391952,AVOID,AFFORDANCE,5
93,1782156391953,WANDER,RANDOM,93
93,1782156391955,APPROACH,RANDOM,57
93,1782156391978,SLEEP,RANDOM,93
93,1782156392030,SLEEP,RANDOM,93
93,1782156392031,SLEEP,RANDOM,93
93,1782156392117,WANDER,RANDOM,93
93,1782156392119,SLEEP,RANDOM,10
93,1782156392121,WANDER,RANDOM,93
93,1782156392124,WANDER,RANDOM,93
93,1782156392191,SLEEP,RANDOM,93
93,1782156392215,APPROACH,AFFORDANCE,57
93,1782156392220,APPROACH,AFFORDANCE,23
93,1782156392276,SLEEP,RANDOM,93
93,1782156392283,WANDER,RANDOM,93
93,1782156392291,SLEEP,RANDOM,93
93,1782156392294,WANDER,RANDOM,93
93,1782156392296,SLEEP,AFFORDANCE,64
93,1782156392345,WANDER,RANDOM,93
93,1782156392347,SLEEP,RANDOM,93
93,1782156392354,WANDER,RANDOM,93
93,1782156392358,WANDER,RANDOM,93
93,1782156392379,SLEEP,AFFORDANCE,5
93,1782156392399,APPROACH,AFFORDANCE,83
93,1782156392415,APPROACH,AFFORDANCE,64
93,1782156392420,SLEEP,RANDOM,93
93,1782156392428,WANDER,RANDOM,93
93,1782156392501,SLEEP,RANDOM,10
93,1782156392506,SLEEP,RANDOM,93
93,1782156392507,APPROACH,AFFORDANCE,10
93,1782156392521,SLEEP,RANDOM,93
93,1782156392526,WANDER,RANDOM,93
93,1782156392549,SLEEP,AFFORDANCE,10
93,1782156392576,APPROACH,AFFORDANCE,14
93,1782156392588,APPROACH,RANDOM,10
93,1782156392600,SLEEP,AFFORDANCE,5
93,1782156392644,SLEEP,RANDOM,93
93,1782156392874,APPROACH,AFFORDANCE,10
93,1782156392905,APPROACH,AFFORDANCE,83
93,1782156392907,APPROACH,RANDOM,64
93,1782156392909,WANDER,RANDOM,93
93,1782156392946,AVOID,AFFORDANCE,10
93,1782156392983,SLEEP,AFFORDANCE,57
93,1782156392984,WANDER,RANDOM,93
93,1782156393059,SLEEP,RANDOM,93
93,1782156393066,WANDER,RANDOM,93
93,1782156393067,AVOID,AFFORDANCE,23
93,1782156393118,APPROACH,AFFORDANCE,10
93,1782156393120,SLEEP,RANDOM,93
93,1782156393121,AVOID,AFFORDANCE,10
93,1782156393122,SLEEP,RANDOM,93
93,1782156393127,APPROACH,AFFORDANCE,10
93,1782156393132,AVOID,RANDOM,83
93,1782156393142,WANDER,RANDOM,93
93,1782156393161,SLEEP,RANDOM,93
93,1782156393174,WANDER,RANDOM,93
93,1782156393176,WANDER,RANDOM,93
93,1782156393188,SLEEP,RANDOM,57
93,1782156393215,SLEEP,RANDOM,64
93,1782156393222,WANDER,RANDOM,93
