creatureKey,regulatingCount,batches
93,0,1471
93,1,354
93,2,225
93,3,147
93,4,124
93,5,213
93,6,64
93,7,51
93,8,37
93,9,37
93,10,54
93,11,32
93,12,16
93,13,16
93,14,14
93,15,19
93,16,11
93,17,9
93,18,7
93,19,11
93,20,12
93,21,10
93,22,6
93,23,5
93,24,3
93,25,10
93,26,3
93,27,3
93,28,3
93,29,2
93,30,7
93,31,4
93,32,4
93,33,2
93,34,2
93,36,2
93,37,2
93,39,1
93,40,1
93,43,1
93,45,2
93,46,2
93,49,1
93,50,1
93,52,1
93,57,2
93,61,1
93,62,1
93,66,2
93,67,1
93,68,2
93,75,1
93,78,1
93,85,1
93,110,1
93,118,1
93,281,1
