creatureKey,regulatingCount,batches
90,0,1666
90,1,345
90,2,175
90,3,124
90,4,105
90,5,248
90,6,56
90,7,37
90,8,37
90,9,15
90,10,35
90,11,13
90,12,14
90,13,5
90,14,12
90,15,23
90,16,13
90,17,7
90,18,8
90,19,6
90,20,12
90,21,6
90,22,6
90,23,3
90,24,5
90,25,8
90,26,2
90,27,1
90,29,3
90,30,3
90,31,1
90,32,2
90,34,1
90,35,3
90,36,3
90,37,1
90,38,3
90,39,3
90,42,4
90,43,2
90,46,1
90,47,1
90,48,1
90,49,1
90,50,1
90,51,1
90,52,1
90,54,1
90,56,1
90,61,1
90,69,2
90,71,1
90,76,1
90,80,1
90,86,1
90,108,1
90,113,1
90,119,1
