ids,distances
90,41639.026057694544
91,28183.952735732568
92,24842.02185545792
93,31831.110562559305
94,27126.802251049303
95,39401.844611062974
96,37013.82951069758
97,22418.318372331807
98,39351.516269112966
99,27423.491398240396
