ids,distances
345,814.8265538307687
346,979.4151444653737
347,14347.753038511844
348,2828.7134351052973
349,57.414761515758755
350,3098.820179572048
351,1053.0244770831105
352,1415.2326220659309
353,51.0
354,14622.044211591652
