creatureKey,regulatingCount,batches
98,0,1575
98,1,334
98,2,191
98,3,156
98,4,114
98,5,230
98,6,48
98,7,36
98,8,47
98,9,32
98,10,56
98,11,22
98,12,25
98,13,22
98,14,14
98,15,26
98,16,17
98,17,17
98,18,9
98,19,4
98,20,14
98,21,5
98,22,4
98,23,1
98,24,2
98,25,1
98,26,6
98,27,4
98,28,5
98,29,2
98,30,4
98,31,3
98,32,3
98,33,4
98,34,1
98,35,2
98,36,4
98,37,2
98,38,4
98,39,4
98,40,4
98,41,3
98,42,2
98,43,1
98,44,3
98,45,3
98,46,1
98,47,1
98,48,1
98,49,4
98,50,2
98,51,3
98,56,1
98,57,1
98,60,1
98,61,1
98,63,1
98,64,1
98,65,2
98,68,1
98,69,1
98,71,1
98,74,1
98,75,3
98,76,1
98,78,1
98,90,1
98,98,1
98,100,1
