creatureKey,regulatingCount,batches
93,0,1901
93,1,371
93,2,211
93,3,153
93,4,115
93,5,236
93,6,63
93,7,47
93,8,38
93,9,37
93,10,57
93,11,22
93,12,18
93,13,10
93,14,11
93,15,18
93,16,6
93,17,5
93,18,2
93,19,5
93,20,15
93,21,3
93,22,5
93,23,6
93,24,7
93,25,5
93,26,5
93,27,3
93,28,2
93,29,2
93,30,10
93,31,2
93,32,2
93,33,1
93,34,3
93,35,2
93,36,4
93,37,2
93,38,1
93,40,2
93,42,1
93,44,1
93,47,2
93,48,1
93,50,1
93,52,1
93,53,1
93,55,1
93,56,2
93,62,1
93,63,1
93,65,1
93,70,1
93,71,2
93,74,1
93,76,1
93,77,2
93,79,1
93,80,1
93,83,1
93,84,1
93,89,1
93,98,1
93,122,1
93,123,1
93,131,1
93,169,1
93,194,1
