ids,distances
90,28257.237557377957
91,35008.64256925206
92,32166.57012296703
93,39345.611251142946
94,28950.27180838232
95,39166.51732929734
96,31263.81965517914
97,52393.95171296674
98,27532.122471523944
99,42556.61672389816
