creature_key,onset_cycle,batch_index,batch_size,loss
181,16,0,16,0.0019204321
181,32,0,16,0.0019175617
181,32,1,16,5.0183665E-4
181,32,2,16,9.2192415E-5
181,32,3,14,8.1668963E-4
181,46,0,16,0.0019108631
181,46,1,16,4.990364E-4
181,46,2,16,9.141683E-5
181,46,3,16,6.461821E-4
181,46,4,16,2.0201345E-5
181,46,5,16,6.7068316E-4
181,58,0,16,0.0018985856
181,58,1,16,4.934681E-4
181,58,2,16,8.9916466E-5
181,58,3,16,6.395322E-4
181,58,4,16,1.9777559E-5
181,58,5,16,6.6380046E-4
181,76,0,16,0.001487777
181,76,1,16,6.708291E-4
181,76,2,16,3.606224E-5
181,76,3,16,5.963913E-4
181,76,4,16,2.6304751E-5
181,76,5,16,6.322873E-4
181,76,6,16,2.0121428E-5
181,76,7,16,6.563428E-4
181,90,0,16,4.996947E-5
181,90,1,16,5.436285E-4
181,90,2,16,3.5862864E-5
181,90,3,16,5.9393386E-4
181,90,4,16,2.6698763E-5
181,90,5,16,6.282561E-4
181,90,6,16,1.9857156E-5
181,90,7,16,6.507896E-4
181,105,0,16,5.0173243E-5
181,105,1,16,5.424627E-4
181,105,2,16,3.5838097E-5
181,105,3,16,5.9226376E-4
181,105,4,16,2.670318E-5
181,105,5,16,6.2745437E-4
181,105,6,16,1.987515E-5
181,105,7,16,6.503467E-4
181,120,0,16,4.9450893E-5
181,120,1,16,5.442049E-4
181,120,2,16,3.608129E-5
181,120,3,16,5.925401E-4
181,120,4,16,2.6648317E-5
181,120,5,16,6.251145E-4
181,120,6,16,1.993268E-5
181,120,7,16,2.8128352E-4
181,133,0,16,5.0125385E-5
181,133,1,16,5.440455E-4
181,133,2,16,3.6087826E-5
181,133,3,16,5.901723E-4
181,133,4,16,2.6275555E-5
181,133,5,16,2.7130492E-4
181,133,6,16,1.9839223E-5
181,133,7,16,6.7698304E-4
181,149,0,16,5.0119244E-5
181,149,1,16,5.4400467E-4
181,149,2,16,3.6080004E-5
181,149,3,16,5.9019594E-4
181,149,4,16,2.6266305E-5
181,149,5,16,2.712399E-4
181,149,6,16,1.982807E-5
181,149,7,16,6.7662844E-4
181,161,0,16,4.238236E-5
181,161,1,16,5.68044E-4
181,161,2,16,3.0140012E-5
181,161,3,16,2.6479547E-4
181,161,4,16,2.2883769E-5
181,161,5,16,6.644586E-4
181,161,6,16,1.7595597E-5
181,161,7,16,4.927546E-4
181,173,0,16,4.236662E-5
181,173,1,16,5.6815747E-4
181,173,2,16,3.0114106E-5
181,173,3,16,2.6469846E-4
181,173,4,16,2.2861177E-5
181,173,5,16,6.6402333E-4
181,173,6,16,1.753792E-5
181,173,7,16,4.916164E-4
181,187,0,16,3.980326E-5
181,187,1,16,2.4859284E-4
181,187,2,16,3.066493E-5
181,187,3,16,6.338526E-4
181,187,4,16,2.3203394E-5
181,187,5,16,4.714582E-4
181,187,6,16,1.982098E-5
181,187,7,16,6.973953E-4
181,204,0,16,3.9770523E-5
181,204,1,16,2.4860207E-4
181,204,2,16,3.066046E-5
181,204,3,16,6.3378306E-4
181,204,4,16,2.321872E-5
181,204,5,16,4.713632E-4
181,204,6,16,1.9839023E-5
181,204,7,16,6.973029E-4
181,219,0,16,4.22119E-5
181,219,1,16,5.9130916E-4
181,219,2,16,3.1368647E-5
181,219,3,16,4.4444916E-4
181,219,4,16,2.685814E-5
181,219,5,16,6.682621E-4
181,219,6,16,2.0699683E-5
181,219,7,16,6.950152E-4
181,234,0,16,4.222977E-5
181,234,1,16,5.911848E-4
181,234,2,16,3.135507E-5
181,234,3,16,4.4420283E-4
181,234,4,16,2.6842294E-5
181,234,5,16,6.6787633E-4
181,234,6,16,2.0684678E-5
181,234,7,16,6.945506E-4
181,247,0,16,4.3405063E-5
181,247,1,16,4.0782097E-4
181,247,2,16,3.6957255E-5
181,247,3,16,6.289572E-4
181,247,4,16,2.7575265E-5
181,247,5,16,6.667563E-4
181,247,6,16,1.976316E-5
181,247,7,16,6.9455086E-4
181,259,0,16,4.3401506E-5
181,259,1,16,4.0762257E-4
181,259,2,16,3.6942794E-5
181,259,3,16,6.2865764E-4
181,259,4,16,2.7542032E-5
