creatureKey,action_time,action_type,selection_type,target_key
181,1782777637078,SLEEP,RANDOM,181
181,1782777637097,SLEEP,RANDOM,181
181,1782777637115,SLEEP,RANDOM,181
181,1782777637138,SLEEP,RANDOM,181
181,1782777637191,SLEEP,AFFORDANCE,47
181,1782777637232,SLEEP,AFFORDANCE,15
181,1782777637312,SLEEP,AFFORDANCE,108
181,1782777637353,SLEEP,RANDOM,181
181,1782777637361,SLEEP,RANDOM,181
181,1782777637380,SLEEP,RANDOM,181
181,1782777637384,SLEEP,AFFORDANCE,75
181,1782777637397,APPROACH,RANDOM,168
181,1782777637403,APPROACH,RANDOM,47
181,1782777637460,AVOID,AFFORDANCE,168
181,1782777637465,APPROACH,AFFORDANCE,48
181,1782777637470,SLEEP,AFFORDANCE,108
181,1782777637481,SLEEP,RANDOM,168
181,1782777637540,SLEEP,RANDOM,47
181,1782777637547,SLEEP,RANDOM,181
181,1782777637550,SLEEP,RANDOM,75
181,1782777637576,SLEEP,AFFORDANCE,168
181,1782777637630,SLEEP,RANDOM,181
181,1782777637633,SLEEP,AFFORDANCE,16
181,1782777637660,SLEEP,RANDOM,181
181,1782777637712,SLEEP,RANDOM,168
181,1782777637762,SLEEP,AFFORDANCE,48
181,1782777637775,AVOID,RANDOM,168
181,1782777637778,APPROACH,AFFORDANCE,108
181,1782777637788,WANDER,RANDOM,181
181,1782777637809,APPROACH,AFFORDANCE,168
181,1782777637844,AVOID,AFFORDANCE,75
181,1782777637849,SLEEP,AFFORDANCE,168
181,1782777637904,SLEEP,AFFORDANCE,16
181,1782777637907,SLEEP,RANDOM,181
181,1782777637928,SLEEP,RANDOM,108
181,1782777637998,SLEEP,AFFORDANCE,75
181,1782777638087,SLEEP,RANDOM,168
181,1782777638118,SLEEP,RANDOM,181
181,1782777638201,SLEEP,AFFORDANCE,108
181,1782777638224,SLEEP,RANDOM,181
181,1782777638259,SLEEP,AFFORDANCE,168
181,1782777638347,SLEEP,RANDOM,181
181,1782777638354,SLEEP,RANDOM,181
181,1782777638355,SLEEP,RANDOM,181
181,1782777638362,WANDER,RANDOM,181
181,1782777638365,SLEEP,RANDOM,75
181,1782777638426,SLEEP,RANDOM,181
181,1782777638430,SLEEP,RANDOM,181
181,1782777638518,SLEEP,RANDOM,48
181,1782777638570,SLEEP,AFFORDANCE,168
181,1782777638577,SLEEP,AFFORDANCE,168
181,1782777638580,SLEEP,RANDOM,181
181,1782777638609,SLEEP,RANDOM,168
181,1782777638658,SLEEP,RANDOM,48
181,1782777638775,SLEEP,RANDOM,168
181,1782777638802,SLEEP,AFFORDANCE,168
181,1782777638805,WANDER,RANDOM,181
181,1782777638806,SLEEP,RANDOM,181
181,1782777638831,SLEEP,RANDOM,181
181,1782777638846,SLEEP,AFFORDANCE,168
181,1782777638867,SLEEP,RANDOM,168
181,1782777638869,SLEEP,RANDOM,181
181,1782777638872,SLEEP,RANDOM,181
181,1782777638932,SLEEP,AFFORDANCE,75
181,1782777638970,SLEEP,RANDOM,181
181,1782777638972,SLEEP,AFFORDANCE,168
181,1782777638974,SLEEP,RANDOM,181
181,1782777638982,SLEEP,RANDOM,47
181,1782777638992,SLEEP,RANDOM,48
181,1782777638995,SLEEP,RANDOM,181
181,1782777639005,SLEEP,AFFORDANCE,15
181,1782777639007,SLEEP,RANDOM,181
181,1782777639025,SLEEP,RANDOM,181
181,1782777639047,SLEEP,RANDOM,181
181,1782777639050,WANDER,RANDOM,181
181,1782777639086,SLEEP,AFFORDANCE,168
181,1782777639144,SLEEP,AFFORDANCE,168
181,1782777639147,SLEEP,RANDOM,181
181,1782777639219,SLEEP,RANDOM,75
181,1782777639230,SLEEP,RANDOM,181
181,1782777639290,SLEEP,AFFORDANCE,168
181,1782777639294,SLEEP,RANDOM,181
181,1782777639364,SLEEP,RANDOM,168
181,1782777639443,SLEEP,RANDOM,168
181,1782777639451,SLEEP,RANDOM,181
181,1782777639528,SLEEP,AFFORDANCE,75
181,1782777639677,AVOID,AFFORDANCE,168
181,1782777639679,WANDER,RANDOM,181
181,1782777639681,WANDER,RANDOM,181
181,1782777639683,SLEEP,RANDOM,181
181,1782777639707,SLEEP,AFFORDANCE,16
181,1782777639710,SLEEP,RANDOM,181
181,1782777639730,SLEEP,RANDOM,181
181,1782777639733,SLEEP,AFFORDANCE,48
181,1782777639735,SLEEP,RANDOM,181
181,1782777639791,SLEEP,AFFORDANCE,15
181,1782777639818,SLEEP,RANDOM,181
181,1782777639820,SLEEP,RANDOM,75
181,1782777639823,SLEEP,RANDOM,181
181,1782777639878,SLEEP,RANDOM,168
181,1782777639942,AVOID,AFFORDANCE,108
181,1782777639944,APPROACH,AFFORDANCE,168
181,1782777639959,APPROACH,AFFORDANCE,168
181,1782777639963,AVOID,AFFORDANCE,75
181,1782777639965,SLEEP,RANDOM,16
181,1782777639984,SLEEP,AFFORDANCE,48
181,1782777639987,SLEEP,RANDOM,181
181,1782777640015,SLEEP,RANDOM,15
181,1782777640055,SLEEP,RANDOM,168
181,1782777640120,SLEEP,AFFORDANCE,47
181,1782777640190,SLEEP,RANDOM,48
181,1782777640218,SLEEP,RANDOM,168
181,1782777640229,SLEEP,RANDOM,181
181,1782777640249,SLEEP,AFFORDANCE,47
181,1782777640250,SLEEP,RANDOM,181
181,1782777640287,SLEEP,RANDOM,168
181,1782777640339,AVOID,AFFORDANCE,168
181,1782777640369,AVOID,RANDOM,168
181,1782777640372,WANDER,RANDOM,181
181,1782777640379,SLEEP,RANDOM,181
181,1782777640381,SLEEP,AFFORDANCE,168
181,1782777640389,SLEEP,RANDOM,168
181,1782777640420,SLEEP,RANDOM,181
181,1782777640423,SLEEP,AFFORDANCE,47
181,1782777640440,SLEEP,AFFORDANCE,48
181,1782777640529,SLEEP,AFFORDANCE,168
181,1782777640575,SLEEP,RANDOM,181
181,1782777640576,SLEEP,RANDOM,181
181,1782777640646,SLEEP,RANDOM,168
181,1782777640648,SLEEP,RANDOM,181
181,1782777640726,AVOID,RANDOM,47
181,1782777640799,APPROACH,RANDOM,48
181,1782777640811,SLEEP,RANDOM,15
181,1782777640814,SLEEP,RANDOM,181
181,1782777640872,SLEEP,RANDOM,181
181,1782777640874,SLEEP,AFFORDANCE,168
181,1782777640905,SLEEP,AFFORDANCE,168
181,1782777640906,SLEEP,RANDOM,181
181,1782777640907,SLEEP,AFFORDANCE,75
181,1782777640911,SLEEP,RANDOM,181
181,1782777640932,SLEEP,AFFORDANCE,168
181,1782777640934,SLEEP,RANDOM,181
181,1782777640935,SLEEP,AFFORDANCE,168
181,1782777641013,SLEEP,RANDOM,168
181,1782777641131,SLEEP,AFFORDANCE,48
181,1782777641161,SLEEP,AFFORDANCE,168
181,1782777641164,AVOID,RANDOM,15
181,1782777641166,APPROACH,RANDOM,168
181,1782777641267,SLEEP,RANDOM,181
181,1782777641270,SLEEP,RANDOM,181
181,1782777641273,SLEEP,AFFORDANCE,16
181,1782777641311,SLEEP,RANDOM,181
181,1782777641313,SLEEP,RANDOM,181
181,1782777641316,SLEEP,RANDOM,181
181,1782777641318,SLEEP,RANDOM,181
181,1782777641356,SLEEP,AFFORDANCE,47
181,1782777641358,SLEEP,AFFORDANCE,168
181,1782777641559,SLEEP,AFFORDANCE,48
181,1782777641608,SLEEP,RANDOM,168
181,1782777641629,APPROACH,AFFORDANCE,168
181,1782777641632,SLEEP,RANDOM,168
181,1782777641634,SLEEP,RANDOM,181
181,1782777641637,SLEEP,RANDOM,181
181,1782777641640,SLEEP,RANDOM,181
181,1782777641641,SLEEP,RANDOM,181
181,1782777641643,SLEEP,AFFORDANCE,168
181,1782777641647,SLEEP,AFFORDANCE,168
181,1782777641662,SLEEP,AFFORDANCE,47
181,1782777641664,SLEEP,RANDOM,48
181,1782777641675,SLEEP,RANDOM,181
181,1782777641717,SLEEP,AFFORDANCE,168
181,1782777641747,AVOID,RANDOM,168
181,1782777641764,SLEEP,RANDOM,168
181,1782777641783,SLEEP,AFFORDANCE,48
181,1782777641785,SLEEP,RANDOM,181
181,1782777641792,SLEEP,AFFORDANCE,15
181,1782777641794,SLEEP,RANDOM,181
181,1782777641904,SLEEP,RANDOM,168
181,1782777641905,SLEEP,RANDOM,181
181,1782777641908,SLEEP,RANDOM,168
181,1782777641910,SLEEP,AFFORDANCE,168
181,1782777642030,SLEEP,RANDOM,181
181,1782777642057,SLEEP,RANDOM,181
181,1782777642090,WANDER,RANDOM,181
181,1782777642111,WANDER,RANDOM,181
181,1782777642118,EAT,AFFORDANCE,48
181,1782777642120,SLEEP,AFFORDANCE,168
181,1782777642129,SLEEP,RANDOM,181
