creatureKey,regulation_time,final_hunger,final_sleep,final_apathy,final_stress,final_pain,final_tedium,final_fear,final_curiosity,final_fertility
181,1782809331173,0.1815,0.1815,0.0,0.0,0.1815,0.1815,0.0,0.0,0.0
181,1782809331204,0.1815,0.18251570537953907,0.0,0.0,0.1815,0.1815,0.0,0.0,0.0
181,1782809331221,0.1815,0.18251570537953907,0.0,0.0,0.1815,0.18,0.0,0.0,0.0
181,1782809331255,0.183,0.18401570537953907,0.0,0.0,0.183,0.1815,0.0,0.0,0.0
181,1782809331263,0.183,0.1850471006393037,0.0,0.0,0.183,0.1815,0.0,0.0,0.0
181,1782809331271,0.1845,0.18654710063930371,0.0,0.0,0.1845,0.183,0.0,0.0,0.0
181,1782809331286,0.1845,0.18759415479596298,0.0,0.0,0.1845,0.183,0.0,0.0,0.0
181,1782809331308,0.1845,0.18759415479596298,0.0,0.0,0.1845,0.18,0.0,0.0,0.0
181,1782809331323,0.1845,0.18759415479596298,0.0,0.0,0.1845,0.18,0.0,0.0,0.0
181,1782809331331,0.186,0.18909415479596298,0.0,0.0,0.186,0.1815,0.0,0.0,0.0
181,1782809331374,0.186,0.19015682141274512,0.0,0.0,0.186,0.1815,0.0,0.0,0.0
181,1782809331381,0.186,0.19015682141274512,0.0,0.0,0.186,0.20149999999999998,0.0,0.0,0.0
181,1782809331395,0.1875,0.19165682141274512,0.0,0.0,0.1875,0.20299999999999999,0.0,0.0,0.0
181,1782809331429,0.1875,0.19273503864526523,0.0,0.0,0.1875,0.20299999999999999,0.0,0.0,0.0
181,1782809331436,0.1875,0.18,0.0,0.0,0.1875,0.20299999999999999,0.0,0.0,0.0
181,1782809331502,0.189,0.1815,0.0,0.0,0.189,0.2045,0.0,0.0,0.0
181,1782809331517,0.189,0.18259369065729286,0.0,0.0,0.189,0.2045,0.0,0.0,0.0
181,1782809331554,0.1905,0.18409369065729286,0.0,0.0,0.1905,0.206,0.0,0.0,0.0
181,1782809331582,0.1905,0.18520276227799112,0.0,0.0,0.1905,0.206,0.0,0.0,0.0
181,1782809331590,0.192,0.18670276227799112,0.0,0.0,0.192,0.2075,0.0,0.0,0.0
181,1782809331611,0.192,0.18782710722157356,0.0,0.0,0.192,0.2075,0.0,0.0,0.0
