ids,distances
345,4211.7980344638145
346,2964.3922291894787
347,5418.270572627601
348,2417.332651867584
349,4376.991715318007
350,2941.106300244862
351,1781.586985473468
352,5103.528747538756
353,3663.6377267062435
354,4150.969021223125
