ids,lifetime
350,-1.782742957874E9
348,-1.782742957874E9
349,-1.782742957874E9
352,-1.782742957874E9
346,-1.782742957874E9
354,-1.782742957874E9
351,-1.782742957874E9
353,-1.782742957874E9
347,-1.782742957874E9
345,-1.782742957874E9
