creatureKey,regulatingCount,batches
97,0,1751
97,1,297
97,2,166
97,3,127
97,4,98
97,5,246
97,6,39
97,7,39
97,8,41
97,9,22
97,10,47
97,11,21
97,12,13
97,13,15
97,14,11
97,15,23
97,16,17
97,17,14
97,18,7
97,19,9
97,20,9
97,21,4
97,22,2
97,23,5
97,24,5
97,25,5
97,26,10
97,27,1
97,28,2
97,29,4
97,30,5
97,31,1
97,32,3
97,33,4
97,34,1
97,35,5
97,36,4
97,37,2
97,38,4
97,39,1
97,40,2
97,42,1
97,43,3
97,44,1
97,47,2
97,49,1
97,52,2
97,54,2
97,56,1
97,57,1
97,60,2
97,62,1
97,65,1
97,66,1
97,70,1
97,76,1
97,77,1
97,78,1
97,80,1
97,91,1
97,97,1
97,100,1
97,119,1
97,128,1
97,130,1
97,150,1
97,178,1
97,235,1
97,323,1
97,407,1
97,488,1
97,660,1
97,918,1
