creatureKey,regulatingCount,batches
98,0,1417
98,1,335
98,2,245
98,3,189
98,4,148
98,5,205
98,6,79
98,7,72
98,8,51
98,9,43
98,10,68
98,11,32
98,12,34
98,13,23
98,14,16
98,15,23
98,16,16
98,17,9
98,18,17
98,19,9
98,20,18
98,21,11
98,22,5
98,23,4
98,24,6
98,25,6
98,26,5
98,27,5
98,28,1
98,29,6
98,30,9
98,31,2
98,32,2
98,33,1
98,34,1
98,35,3
98,37,2
98,39,2
98,40,2
98,42,1
98,45,1
98,46,1
98,47,1
98,50,1
98,54,1
98,58,2
98,59,3
98,60,2
98,61,1
98,62,1
98,70,1
98,72,1
98,74,1
98,80,1
98,82,2
98,85,1
98,100,1
98,130,1
