ids,distances
90,46930.573859625394
91,35533.24657865066
92,54529.27540001631
93,33317.04117890384
94,40074.440528809224
95,40727.30726047075
96,38644.22696770667
97,36161.82894615989
98,26023.004028899093
99,27393.941664763108
