creatureKey,regulatingCount,batches
91,0,1769
91,1,362
91,2,219
91,3,151
91,4,127
91,5,278
91,6,62
91,7,54
91,8,44
91,9,37
91,10,61
91,11,30
91,12,24
91,13,23
91,14,19
91,15,21
91,16,18
91,17,10
91,18,13
91,19,5
91,20,14
91,21,10
91,22,5
91,23,3
91,24,2
91,25,7
91,26,1
91,27,4
91,28,1
91,29,4
91,30,3
91,31,4
91,32,2
91,33,3
91,34,4
91,35,2
91,36,3
91,37,2
91,38,1
91,39,1
91,40,2
91,41,2
91,44,3
91,45,1
91,46,3
91,47,1
91,48,1
91,50,1
91,52,2
91,53,1
91,54,1
91,55,1
91,57,1
91,59,2
91,61,3
91,62,1
91,65,1
91,67,2
91,69,1
91,78,1
91,83,1
91,85,1
91,91,1
91,106,1
