creatureKey,objectType,distance,angle,time
182,GREEN_APPLE,67.42808704098285,-0.9994760559196109,1782723733980
182,GREEN_APPLE,125.37063477798831,-0.08212883474033592,1782723734368
182,GREEN_APPLE,125.37063477798831,-0.08212883474033592,1782723734505
182,GREEN_APPLE,61.44308056904374,-1.0775739756581244,1782723734796
182,GREEN_APPLE,61.11783704386647,-1.3094287818920463,1782723735770
182,GREEN_APPLE,84.55846150147218,-0.06658125224725872,1782723735773
182,GREEN_APPLE,61.11783704386647,-1.3094287818920463,1782723736132
182,GREEN_APPLE,60.459234457837425,-1.3585983721428465,1782723736431
182,GREEN_APPLE,120.3334130634738,-0.10447116724508838,1782723735470
182,GREEN_APPLE,120.3334130634738,-0.10447116724508838,1782723735494
182,GREEN_APPLE,84.55846150147218,-0.06658125224725872,1782723736007
182,GREEN_APPLE,112.68066735986594,-0.13537242027689575,1782723736033
182,GREEN_APPLE,61.44308056904374,-1.0775739756581244,1782723734323
182,GREEN_APPLE,97.67192119561011,-0.00720289481133858,1782723734342
182,GREEN_APPLE,125.37063477798831,-0.08212883474033592,1782723734348
182,GREEN_APPLE,61.44308056904374,-1.0775739756581244,1782723734354
182,GREEN_APPLE,97.67192119561011,-0.00720289481133858,1782723734361
182,GREEN_APPLE,97.67192119561011,-0.00720289481133858,1782723734382
182,GREEN_APPLE,61.208642956034815,-1.1710665262979423,1782723734981
182,GREEN_APPLE,125.37063477798831,-0.08212883474033592,1782723734199
182,GREEN_APPLE,92.44629990446677,-0.03210045346605536,1782723735150
182,GREEN_APPLE,63.52597639052323,-1.0430139235511884,1782723734101
182,GREEN_APPLE,120.3334130634738,-0.10447116724508838,1782723735323
182,GREEN_APPLE,120.3334130634738,-0.10447116724508838,1782723735422
182,GREEN_APPLE,84.55846150147218,-0.06658125224725872,1782723735729
182,GREEN_APPLE,112.68066735986594,-0.13537242027689575,1782723735778
182,GREEN_APPLE,61.44308056904374,-1.0775739756581244,1782723734717
182,GREEN_APPLE,125.37063477798831,-0.08212883474033592,1782723734733
182,GREEN_APPLE,61.208642956034815,-1.1710665262979423,1782723735212
182,GREEN_APPLE,92.44629990446677,-0.03210045346605536,1782723735420
182,GREEN_APPLE,92.44629990446677,-0.03210045346605536,1782723735467
182,GREEN_APPLE,61.208642956034815,-1.1710665262979423,1782723735486
182,GREEN_APPLE,92.44629990446677,-0.03210045346605536,1782723735505
182,GREEN_APPLE,92.44629990446677,-0.03210045346605536,1782723735523
182,GREEN_APPLE,61.44308056904374,-1.0775739756581244,1782723734205
182,GREEN_APPLE,97.67192119561011,-0.00720289481133858,1782723734799
182,GREEN_APPLE,125.37063477798831,-0.08212883474033592,1782723734801
182,GREEN_APPLE,120.3334130634738,-0.10447116724508838,1782723735087
182,GREEN_APPLE,61.208642956034815,-1.1710665262979423,1782723735237
182,GREEN_APPLE,97.67192119561011,-0.00720289481133858,1782723734180
182,GREEN_APPLE,106.75101815490723,-0.13284633489085027,1782723736951
182,GREEN_APPLE,61.11783704386647,-1.3094287818920463,1782723736036
182,GREEN_APPLE,112.68066735986594,-0.13537242027689575,1782723736126
182,GREEN_APPLE,125.37063477798831,-0.08212883474033592,1782723734710
182,GREEN_APPLE,61.208642956034815,-1.1710665262979423,1782723735090
182,GREEN_APPLE,92.44629990446677,-0.03210045346605536,1782723735094
182,GREEN_APPLE,120.3334130634738,-0.10447116724508838,1782723735096
182,GREEN_APPLE,61.208642956034815,-1.1710665262979423,1782723735517
182,GREEN_APPLE,61.11783704386647,-1.3094287818920463,1782723735725
182,GREEN_APPLE,112.68066735986594,-0.13537242027689575,1782723735767
182,GREEN_APPLE,61.11783704386647,-1.3094287818920463,1782723735837
182,GREEN_APPLE,61.11783704386647,-1.3094287818920463,1782723735976
182,GREEN_APPLE,106.75101815490723,-0.13284633489085027,1782723736649
182,GREEN_APPLE,120.3334130634738,-0.10447116724508838,1782723735174
182,GREEN_APPLE,92.44629990446677,-0.03210045346605536,1782723735215
182,GREEN_APPLE,120.3334130634738,-0.10447116724508838,1782723735219
182,GREEN_APPLE,61.208642956034815,-1.1710665262979423,1782723735225
182,GREEN_APPLE,92.44629990446677,-0.03210045346605536,1782723735233
182,GREEN_APPLE,120.3334130634738,-0.10447116724508838,1782723735235
182,GREEN_APPLE,84.55846150147218,-0.06658125224725872,1782723736136
182,GREEN_APPLE,74.21522676759955,-0.08734463118326531,1782723737122
182,GREEN_APPLE,102.47653767686886,-0.15732326105206024,1782723737378
182,GREEN_APPLE,102.47653767686886,-0.15732326105206024,1782723737551
182,GREEN_APPLE,74.21522676759955,-0.08734463118326531,1782723737561
182,GREEN_APPLE,92.44629990446677,-0.03210045346605536,1782723735298
182,GREEN_APPLE,61.208642956034815,-1.1710665262979423,1782723735414
182,GREEN_APPLE,81.5100285255704,-0.06982584376232402,1782723736475
182,GREEN_APPLE,109.6582169403501,-0.13968957640394367,1782723736478
182,GREEN_APPLE,60.459234457837425,-1.3585983721428465,1782723736481
182,GREEN_APPLE,84.55846150147218,-0.06658125224725872,1782723736122
182,GREEN_APPLE,78.6639430299978,-0.05797957677495652,1782723736655
182,GREEN_APPLE,60.129189718297326,-1.4816337923775977,1782723737274
182,GREEN_APPLE,74.21522676759955,-0.08734463118326531,1782723737482
182,GREEN_APPLE,58.822879907836736,-1.4007647954992442,1782723736694
182,GREEN_APPLE,60.129189718297326,-1.4816337923775977,1782723737575
182,GREEN_APPLE,74.21522676759955,-0.08734463118326531,1782723737698
182,GREEN_APPLE,60.129189718297326,-1.4816337923775977,1782723737428
182,GREEN_APPLE,112.68066735986594,-0.13537242027689575,1782723735867
182,GREEN_APPLE,112.68066735986594,-0.13537242027689575,1782723736138
182,GREEN_APPLE,60.129189718297326,-1.4816337923775977,1782723737560
182,GREEN_APPLE,102.47653767686886,-0.15732326105206024,1782723737893
182,GREEN_APPLE,71.41881700352504,-0.10226601858258036,1782723737906
182,GREEN_APPLE,99.76149748368353,-0.169944751107126,1782723737909
182,GREEN_APPLE,123.34279131666838,0.04192726435943868,1782723738118
182,GREEN_APPLE,68.9424792062638,-0.12640014003891706,1782723738120
182,GREEN_APPLE,58.822879907836736,-1.4007647954992442,1782723737035
182,GREEN_APPLE,121.11672769324665,0.09534190694111773,1782723739283
182,GREEN_APPLE,102.47653767686886,-0.15732326105206024,1782723737189
182,GREEN_APPLE,74.21522676759955,-0.08734463118326531,1782723737282
182,GREEN_APPLE,74.21522676759955,-0.08734463118326531,1782723737460
182,GREEN_APPLE,81.5100285255704,-0.06982584376232402,1782723736482
182,GREEN_APPLE,109.6582169403501,-0.13968957640394367,1782723736485
182,GREEN_APPLE,60.459234457837425,-1.3585983721428465,1782723736489
