ids,distances
90,23013.87006041524
91,37159.3692759574
92,32513.44145816782
93,25430.00369637834
94,35443.24226031021
95,34494.43233887911
96,29130.667078612052
97,31376.85118367435
98,39399.45339370653
99,31690.06208343854
