time,target distance,affordance,memory,random,short term memory,world model
54422.0,0,1,0,0,0,0
56389.0,0,2,0,0,0,0
57149.0,0,3,0,0,0,0
57151.0,0,4,0,0,0,0
57542.0,0,4,0,1,0,0
59236.0,0,5,0,1,0,0
67836.0,0,6,0,1,0,0
122461.0,0,7,0,1,0,0
131528.0,0,7,0,2,0,0
131544.0,0,8,0,2,0,0
131569.0,0,9,0,2,0,0
178651.0,0,9,0,3,0,0
188931.0,0,9,0,4,0,0
