creatureKey,regulation_time,final_hunger,final_sleep,final_apathy,final_stress,final_pain,final_tedium,final_fear,final_curiosity,final_fertility
347,1782742958048,0.1815,0.1815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958071,0.1815,0.18251570537953907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958222,0.1815,0.18251570537953907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958257,0.183,0.18401570537953907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958391,0.183,0.1850471006393037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958395,0.1845,0.18654710063930371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958398,0.1845,0.18759415479596298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958546,0.186,0.18909415479596298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958552,0.186,0.19015682141274512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958565,0.1875,0.19165682141274512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958567,0.1875,0.19273503864526523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958706,0.1875,0.19273503864526523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958721,0.1875,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958724,0.1875,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958736,0.1875,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958754,0.1875,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958756,0.189,0.1815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958828,0.189,0.18259369065729286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958840,0.1905,0.18409369065729286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958868,0.1905,0.18520276227799112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958889,0.192,0.18670276227799112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958933,0.192,0.18782710722157356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958937,0.1935,0.18932710722157356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958939,0.1935,0.19046660277459318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742958996,0.195,0.19196660277459318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742959002,0.195,0.19312111127178067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742959018,0.1965,0.19462111127178067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742959023,0.1965,0.19579048023190332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742959027,0.198,0.19729048023190332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742959046,0.198,0.19847454250824567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742959051,0.1995,0.19997454250824567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742959070,0.1995,0.20117311645356306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742959072,0.201,0.20267311645356306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742959085,0.201,0.2038860060993456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742959088,0.201,0.2038860060993456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742959095,0.2025,0.2053860060993456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742959099,0.2025,0.20661300134921537,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742959117,0.2025,0.20661300134921537,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1782742959135,0.2025,0.20661300134921537,0.0,0.0,0.0,0.0,0.0,0.0,0.0
