creatureKey,time,object_key,object_type,distance,angle,direction
90,1782155542768,74,GRAY_APPLE,79.5431682516673,0.029706192623339116,25.29099244460792
90,1782155542773,65,GRAY_APPLE,136.50420870572205,-0.05578234054766124,25.29099244460792
90,1782155542791,74,GRAY_APPLE,79.5431682516673,0.029706192623339116,25.29099244460792
90,1782155542793,65,GRAY_APPLE,136.50420870572205,-0.05578234054766124,25.29099244460792
90,1782155542800,74,GRAY_APPLE,79.5431682516673,0.029706192623339116,25.29099244460792
90,1782155542808,65,GRAY_APPLE,136.50420870572205,-0.05578234054766124,25.29099244460792
90,1782155543233,74,GRAY_APPLE,79.5431682516673,0.029706192623339116,25.29099244460792
90,1782155543234,65,GRAY_APPLE,136.50420870572205,-0.05578234054766124,25.29099244460792
90,1782155543237,74,GRAY_APPLE,79.5431682516673,0.029706192623339116,25.29099244460792
90,1782155543267,65,GRAY_APPLE,136.50420870572205,-0.05578234054766124,25.29099244460792
90,1782155543301,74,GRAY_APPLE,79.5431682516673,0.029706192623339116,25.29099244460792
90,1782155543331,65,GRAY_APPLE,136.50420870572205,-0.05578234054766124,25.29099244460792
90,1782155543343,74,GRAY_APPLE,79.5431682516673,0.029706192623339116,25.29099244460792
90,1782155543362,65,GRAY_APPLE,136.50420870572205,-0.05578234054766124,25.29099244460792
90,1782155543364,74,GRAY_APPLE,79.5431682516673,0.029706192623339116,25.29099244460792
90,1782155543426,65,GRAY_APPLE,136.50420870572205,-0.05578234054766124,25.29099244460792
90,1782155543428,74,GRAY_APPLE,79.5431682516673,0.029706192623339116,25.29099244460792
90,1782155543429,65,GRAY_APPLE,136.50420870572205,-0.05578234054766124,25.29099244460792
90,1782155543431,74,GRAY_APPLE,79.5431682516673,0.029706192623339116,25.29099244460792
90,1782155543432,65,GRAY_APPLE,136.50420870572205,-0.05578234054766124,25.29099244460792
90,1782155543433,74,GRAY_APPLE,79.5431682516673,0.029706192623339116,25.29099244460792
90,1782155543450,65,GRAY_APPLE,136.50420870572205,-0.05578234054766124,25.29099244460792
90,1782155543494,74,GRAY_APPLE,79.5431682516673,0.029706192623339116,25.29099244460792
90,1782155543516,65,GRAY_APPLE,136.50420870572205,-0.05578234054766124,25.29099244460792
90,1782155543518,74,GRAY_APPLE,79.5431682516673,0.029706192623339116,25.29099244460792
90,1782155543519,65,GRAY_APPLE,136.50420870572205,-0.05578234054766124,25.29099244460792
90,1782155543521,74,GRAY_APPLE,79.5431682516673,0.029706192623339116,25.29099244460792
90,1782155543523,65,GRAY_APPLE,136.50420870572205,-0.05578234054766124,25.29099244460792
90,1782155543525,74,GRAY_APPLE,79.5431682516673,0.029706192623339116,25.29099244460792
90,1782155543561,65,GRAY_APPLE,136.50420870572205,-0.05578234054766124,25.29099244460792
90,1782155547246,74,GRAY_APPLE,64.62322976025354,0.022742126441948396,25.0
90,1782155547247,65,GRAY_APPLE,121.68781251745445,-0.06993754003139403,25.0
90,1782155547248,74,GRAY_APPLE,64.62322976025354,0.022742126441948396,25.0
90,1782155547249,65,GRAY_APPLE,121.68781251745445,-0.06993754003139403,25.0
90,1782155547259,74,GRAY_APPLE,64.62322976025354,0.022742126441948396,25.0
90,1782155547260,65,GRAY_APPLE,121.68781251745445,-0.06993754003139403,25.0
90,1782155547262,74,GRAY_APPLE,64.62322976025354,0.022742126441948396,25.0
90,1782155547263,65,GRAY_APPLE,121.68781251745445,-0.06993754003139403,25.0
90,1782155547279,74,GRAY_APPLE,64.62322976025354,0.022742126441948396,25.0
90,1782155547280,65,GRAY_APPLE,121.68781251745445,-0.06993754003139403,25.0
90,1782155547282,74,GRAY_APPLE,64.62322976025354,0.022742126441948396,25.0
90,1782155547296,65,GRAY_APPLE,121.68781251745445,-0.06993754003139403,25.0
90,1782155547302,74,GRAY_APPLE,64.62322976025354,0.022742126441948396,25.0
90,1782155547308,65,GRAY_APPLE,121.68781251745445,-0.06993754003139403,25.0
90,1782155547309,74,GRAY_APPLE,64.62322976025354,0.022742126441948396,25.0
90,1782155547326,65,GRAY_APPLE,121.68781251745445,-0.06993754003139403,25.0
90,1782155547335,74,GRAY_APPLE,64.62322976025354,0.022742126441948396,25.0
90,1782155547336,65,GRAY_APPLE,121.68781251745445,-0.06993754003139403,25.0
90,1782155547338,74,GRAY_APPLE,64.62322976025354,0.022742126441948396,25.0
90,1782155547371,65,GRAY_APPLE,121.68781251745445,-0.06993754003139403,25.0
90,1782155547431,74,GRAY_APPLE,64.62322976025354,0.022742126441948396,25.0
90,1782155547438,65,GRAY_APPLE,121.68781251745445,-0.06993754003139403,25.0
90,1782155547441,74,GRAY_APPLE,64.62322976025354,0.022742126441948396,25.0
90,1782155547443,65,GRAY_APPLE,121.68781251745445,-0.06993754003139403,25.0
90,1782155547450,74,GRAY_APPLE,64.62322976025354,0.022742126441948396,25.0
90,1782155547455,65,GRAY_APPLE,121.68781251745445,-0.06993754003139403,25.0
90,1782155547464,74,GRAY_APPLE,64.62322976025354,0.022742126441948396,25.0
90,1782155547480,65,GRAY_APPLE,121.68781251745445,-0.06993754003139403,25.0
90,1782155547488,74,GRAY_APPLE,64.62322976025354,0.022742126441948396,25.0
90,1782155547505,65,GRAY_APPLE,121.68781251745445,-0.06993754003139403,25.0
90,1782155547517,74,GRAY_APPLE,64.62322976025354,0.022742126441948396,25.0
90,1782155547519,65,GRAY_APPLE,121.68781251745445,-0.06993754003139403,25.0
90,1782155547520,74,GRAY_APPLE,64.62322976025354,0.022742126441948396,25.0
90,1782155547527,65,GRAY_APPLE,121.68781251745445,-0.06993754003139403,25.0
90,1782155547549,74,GRAY_APPLE,64.62322976025354,0.022742126441948396,25.0
90,1782155547555,65,GRAY_APPLE,121.68781251745445,-0.06993754003139403,25.0
90,1782155548111,74,GRAY_APPLE,42.0592303326958,-0.08786174447699892,25.0
90,1782155548113,65,GRAY_APPLE,99.62228930048119,-0.13758973619368664,25.0
90,1782155548115,74,GRAY_APPLE,42.0592303326958,-0.08786174447699892,25.0
90,1782155548116,65,GRAY_APPLE,99.62228930048119,-0.13758973619368664,25.0
90,1782155548168,74,GRAY_APPLE,42.0592303326958,-0.08786174447699892,25.0
90,1782155548169,2,RED_APPLE,65.70055120639158,-1.0475586524702485,25.0
90,1782155548171,65,GRAY_APPLE,99.62228930048119,-0.13758973619368664,25.0
90,1782155548191,74,GRAY_APPLE,42.0592303326958,-0.08786174447699892,27.485868805878372
90,1782155548194,2,RED_APPLE,65.70055120639158,-1.0475586524702485,25.0
90,1782155548195,65,GRAY_APPLE,99.62228930048119,-0.13758973619368664,25.0
90,1782155548265,74,GRAY_APPLE,40.25323820557452,-0.14608887705625523,25.060882212971144
90,1782155548298,2,RED_APPLE,68.30703330180872,-1.1460168309794645,25.060882212971144
90,1782155548299,65,GRAY_APPLE,95.90076924464049,-0.19933627653257713,25.060882212971144
90,1782155548306,74,GRAY_APPLE,38.294676721102704,-0.23769553017933642,25.060882212971144
90,1782155548323,2,RED_APPLE,68.30703330180872,-1.1460168309794645,25.060882212971144
90,1782155548324,65,GRAY_APPLE,95.90076924464049,-0.19933627653257713,25.060882212971144
90,1782155548337,74,GRAY_APPLE,38.294676721102704,-0.23769553017933642,25.060882212971144
90,1782155548351,2,RED_APPLE,68.30703330180872,-1.1460168309794645,25.060882212971144
90,1782155548352,65,GRAY_APPLE,95.90076924464049,-0.19933627653257713,25.060882212971144
90,1782155548353,74,GRAY_APPLE,38.294676721102704,-0.23769553017933642,25.060882212971144
90,1782155548394,2,RED_APPLE,68.30703330180872,-1.1460168309794645,26.700470642480923
90,1782155548395,65,GRAY_APPLE,95.90076924464049,-0.19933627653257713,26.700470642480923
90,1782155548396,74,GRAY_APPLE,38.294676721102704,-0.23769553017933642,26.700470642480923
90,1782155548406,2,RED_APPLE,68.30703330180872,-1.1460168309794645,26.700470642480923
90,1782155548408,65,GRAY_APPLE,95.90076924464049,-0.19933627653257713,26.700470642480923
90,1782155548419,74,GRAY_APPLE,38.294676721102704,-0.23769553017933642,26.700470642480923
90,1782155548426,2,RED_APPLE,68.30703330180872,-1.1460168309794645,26.700470642480923
90,1782155548428,65,GRAY_APPLE,95.90076924464049,-0.19933627653257713,26.700470642480923
90,1782155548429,74,GRAY_APPLE,38.294676721102704,-0.23769553017933642,26.700470642480923
90,1782155548432,2,RED_APPLE,68.30703330180872,-1.1460168309794645,26.700470642480923
90,1782155548440,65,GRAY_APPLE,95.90076924464049,-0.19933627653257713,26.700470642480923
90,1782155548442,74,GRAY_APPLE,38.294676721102704,-0.23769553017933642,26.700470642480923
90,1782155548443,2,RED_APPLE,68.30703330180872,-1.1460168309794645,26.700470642480923
90,1782155548445,65,GRAY_APPLE,95.90076924464049,-0.19933627653257713,26.700470642480923
90,1782155551801,74,GRAY_APPLE,23.067203577067957,-1.982627725061586,25.0
90,1782155551802,2,RED_APPLE,76.5770587111104,-1.8121171306549193,25.0
90,1782155551805,26,RED_APPLE,81.33076800091418,-0.34418067601340363,25.0
90,1782155551807,65,GRAY_APPLE,53.87866941945315,-0.5690814298704161,25.0
90,1782155551822,74,GRAY_APPLE,22.207202641831326,-2.1096992749384986,25.0
90,1782155551831,2,RED_APPLE,70.50202686231137,-1.892592640878607,25.0
90,1782155551832,26,RED_APPLE,77.91141286425717,-0.28689159187959695,25.0
90,1782155551846,65,GRAY_APPLE,46.70476849019617,-0.4776960158585544,25.0
90,1782155551862,74,GRAY_APPLE,19.14505569883212,-2.4973340222143987,25.0
90,1782155551870,2,RED_APPLE,66.63143833217764,-1.9718213052723323,25.0
90,1782155551907,26,RED_APPLE,70.36004029306885,-0.2213640257601688,25.0
90,1782155551908,65,GRAY_APPLE,41.16140224558295,-0.426773799369025,25.0
90,1782155551924,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155551926,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155551933,2,RED_APPLE,66.63143833217764,-2.0108070995533436,25.0
90,1782155551962,26,RED_APPLE,70.36004029306885,-0.2213640257601688,25.0
90,1782155551963,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155551964,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155551965,2,RED_APPLE,66.63143833217764,-2.0108070995533436,25.0
90,1782155551967,26,RED_APPLE,70.36004029306885,-0.2213640257601688,25.0
90,1782155552004,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552012,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552022,2,RED_APPLE,66.63143833217764,-2.0108070995533436,25.0
90,1782155552024,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552025,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552026,2,RED_APPLE,66.63143833217764,-2.0108070995533436,25.0
90,1782155552027,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552032,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552046,2,RED_APPLE,66.63143833217764,-2.0108070995533436,25.0
90,1782155552052,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552058,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552059,2,RED_APPLE,66.63143833217764,-2.0108070995533436,25.0
90,1782155552062,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552063,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552073,2,RED_APPLE,66.63143833217764,-2.0108070995533436,25.0
90,1782155552077,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552111,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552113,2,RED_APPLE,66.63143833217764,-2.0108070995533436,25.0
90,1782155552115,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552130,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552131,2,RED_APPLE,66.63143833217764,-2.0108070995533436,25.0
90,1782155552132,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552133,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552156,2,RED_APPLE,66.63143833217764,-2.0108070995533436,25.0
90,1782155552165,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552171,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552182,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552183,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552184,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552191,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552192,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552199,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552212,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,24.82584676387901
90,1782155552219,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,24.82584676387901
90,1782155552220,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,24.82584676387901
90,1782155552223,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,24.82584676387901
90,1782155552241,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,24.82584676387901
90,1782155552242,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,24.82584676387901
90,1782155552279,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,24.82584676387901
90,1782155552294,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,24.82584676387901
90,1782155552302,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552303,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552304,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552324,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552346,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552347,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552368,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552379,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552391,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552395,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552396,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552398,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552399,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552401,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552402,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552405,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552431,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552432,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552441,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552442,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552443,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552445,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552452,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552453,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552455,2,RED_APPLE,66.63143833217764,-2.0108070995533436,25.0
90,1782155552469,26,RED_APPLE,70.36004029306885,-0.2213640257601688,25.0
90,1782155552471,65,GRAY_APPLE,41.16140224558295,-0.426773799369025,25.0
90,1782155552492,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552525,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552536,2,RED_APPLE,66.63143833217764,-2.0108070995533436,25.0
90,1782155552551,26,RED_APPLE,70.36004029306885,-0.2213640257601688,25.0
90,1782155552554,65,GRAY_APPLE,41.16140224558295,-0.426773799369025,25.0
90,1782155552561,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552573,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552575,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552576,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552578,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552580,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552617,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552618,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552619,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552620,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552621,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552622,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
90,1782155552636,74,GRAY_APPLE,20.56595798858238,-2.7909187978260586,25.0
90,1782155552638,52,GREEN_APPLE,19.601679237636446,2.7583574962693462,25.0
