creatureKey,regulatingCount,batches
90,0,1199
90,1,228
90,2,147
90,3,96
90,4,69
90,5,145
90,6,41
90,7,25
90,8,28
90,9,23
90,10,53
90,11,13
90,12,14
90,13,12
90,14,8
90,15,19
90,16,7
90,17,5
90,18,3
90,19,6
90,20,9
90,21,4
90,22,2
90,23,6
90,24,3
90,25,5
90,26,2
90,27,4
90,29,2
90,30,3
90,31,1
90,32,1
90,33,1
90,34,1
90,35,1
90,36,1
90,37,1
90,38,1
90,42,1
90,43,1
90,45,2
90,46,2
90,50,3
90,51,2
90,53,1
90,57,1
90,58,1
90,61,2
90,64,1
90,72,1
90,74,1
90,75,1
90,76,1
90,78,1
90,82,1
90,83,1
90,84,1
90,86,1
90,87,1
90,90,1
90,114,1
90,123,1
90,131,1
