creatureKey,regulatingCount,batches
90,0,1481
90,1,355
90,2,242
90,3,162
90,4,130
90,5,240
90,6,65
90,7,54
90,8,55
90,9,35
90,10,56
90,11,25
90,12,15
90,13,18
90,14,23
90,15,20
90,16,9
90,17,10
90,18,4
90,19,9
90,20,17
90,21,5
90,22,9
90,23,8
90,24,7
90,25,6
90,26,8
90,27,5
90,28,7
90,29,4
90,30,3
90,31,3
90,32,4
90,33,1
90,35,2
90,36,1
90,37,2
90,38,1
90,40,2
90,41,3
90,44,1
90,45,1
90,46,1
90,47,1
90,48,2
90,50,1
90,51,3
90,53,1
90,55,2
90,56,3
90,58,1
90,64,1
90,65,1
90,66,2
90,70,1
90,74,1
90,76,1
90,78,1
90,79,1
90,80,1
90,83,1
90,89,2
90,90,1
90,91,1
90,104,1
90,105,1
90,110,2
90,112,1
90,171,1
