creature_key,onset_cycle,batch_index,batch_size,loss
180,14,0,16,4.245536
180,14,1,13,3.9068506
180,30,0,16,4.2368455
180,30,1,16,3.2606194
180,30,2,16,2.7232563
180,44,0,16,4.218537
180,44,1,16,3.2436607
180,44,2,16,2.7066226
180,44,3,16,0.33071253
180,44,4,15,2.8244405
180,59,0,16,4.188058
180,59,1,16,3.2195387
180,59,2,16,2.6881979
180,59,3,16,0.32877922
180,59,4,15,2.810491
180,73,0,16,4.1669993
180,73,1,16,3.1979191
180,73,2,16,2.667151
180,73,3,16,0.3260193
180,73,4,16,2.6126535
180,73,5,16,0.24597888
180,73,6,16,2.2987828
180,73,7,1,6.3541317
180,89,0,16,4.1163416
180,89,1,16,3.1624084
180,89,2,16,2.6403685
180,89,3,16,0.32278246
180,89,4,16,2.586238
180,89,5,16,0.2437014
180,89,6,16,2.2784748
180,89,7,1,6.298377
180,103,0,16,2.475316
180,103,1,16,2.4671342
180,103,2,16,0.48519167
180,103,3,16,2.3860502
180,103,4,16,0.36644208
180,103,5,16,2.509577
180,103,6,16,0.27721316
180,103,7,16,2.600477
180,122,0,16,2.4581807
180,122,1,16,2.4511116
180,122,2,16,0.48235115
180,122,3,16,2.375484
180,122,4,16,0.36483774
180,122,5,16,2.4983237
180,122,6,16,0.27608922
180,122,7,16,2.5906491
180,139,0,16,0.6359338
180,139,1,16,2.2073379
180,139,2,16,0.4810617
180,139,3,16,2.3676486
180,139,4,16,0.3637835
180,139,5,16,2.4912753
180,139,6,16,0.27539545
180,139,7,16,2.5870304
180,154,0,16,0.63430476
180,154,1,16,2.20194
180,154,2,16,0.47993913
180,154,3,16,2.363253
180,154,4,16,0.36303127
180,154,5,16,2.4870493
180,154,6,16,0.27494714
180,154,7,16,2.5826423
180,167,0,16,0.63316625
180,167,1,16,2.1968493
180,167,2,16,0.47920096
180,167,3,16,2.3612456
180,167,4,16,0.36205384
180,167,5,16,2.486078
180,167,6,16,0.27405825
180,167,7,16,2.5803976
180,182,0,16,0.63300604
180,182,1,16,2.1935132
180,182,2,16,0.47810212
180,182,3,16,2.3579645
180,182,4,16,0.36155885
180,182,5,16,2.4820843
180,182,6,16,0.27444613
180,182,7,16,2.576998
180,197,0,16,0.6320919
180,197,1,16,2.1905897
180,197,2,16,0.47750613
180,197,3,16,2.3547397
180,197,4,16,0.36113438
180,197,5,16,2.4787292
180,197,6,16,0.27407655
180,197,7,16,2.5729809
180,209,0,16,0.6304343
