creatureKey,regulatingCount,batches
91,0,1537
91,1,340
91,2,224
91,3,156
91,4,149
91,5,257
91,6,67
91,7,53
91,8,65
91,9,39
91,10,46
91,11,32
91,12,23
91,13,18
91,14,16
91,15,23
91,16,11
91,17,11
91,18,7
91,19,7
91,20,15
91,21,2
91,22,6
91,23,2
91,24,6
91,26,2
91,27,2
91,28,2
91,29,3
91,30,3
91,31,5
91,33,2
91,34,1
91,35,3
91,36,4
91,37,1
91,38,2
91,39,4
91,41,3
91,42,3
91,45,2
91,46,1
91,47,2
91,48,1
91,50,2
91,51,2
91,53,1
91,55,1
91,56,1
91,59,1
91,60,1
91,63,1
91,64,1
91,70,1
91,72,1
91,76,1
91,77,1
91,85,1
91,86,1
91,88,1
91,90,3
91,92,1
91,93,1
91,113,1
91,115,1
91,126,1
91,145,1
91,159,1
91,205,1
