time,simpleEfficiency,complexEfficiency
0.002,,0.10815283908416638
0.003,,0.10989955562721701
0.004,,0.11033603740728797
0.006,,0.11033603740728797
0.007,,0.11295255981941309
0.008,,0.11295255981941309
0.009,0.0788532798973351,
0.01,,0.11469493453724605
0.011,0.08122118939758481,
0.015,0.08299339579241807,0.12078081264108352
0.019,0.08593999349853369,0.12511602708803612
0.02,,0.12511602708803612
0.021,0.08770371368586324,
0.023,0.08887776465797094,0.13030525894872624
0.037,0.09180673571068994,
0.038,0.09355990526046014,0.13504912802321833
0.04,0.09472693301745008,0.1380624637213802
0.043,0.09763838286004685,
0.044,0.09880051937924689,0.14321577684617867
0.046,0.10054111144154826,0.14664408255401487
0.047,0.10054111144154826,
0.048,,0.14664408255401487
0.05,0.10054111144154826,0.14664408255401487
0.051,,0.14664408255401487
0.052,,0.14664408255401487
0.055,0.10054111144154826,0.14664408255401487
0.056,0.10054111144154826,0.14664408255401487
0.057,,0.14664408255401487
0.058,,0.14664408255401487
0.068,0.11435363061920434,
0.069,0.11549572087125928,0.16877156659142215
0.07,0.1177757939590279,0.17215211222186397
0.087,0.12345209326845782,0.18057584650112873
0.092,0.12627749676435632,
0.093,0.12627749676435632,0.1847729119638827
0.113,0.12909443675137797,
0.114,0.129937830002642,0.19021429538858445
0.115,0.13470302753276328,0.19146769171235092
0.116,,0.19730490164463085
0.117,0.1358207131542289,0.1989691235085457
0.121,0.14027806752248762,0.2056102225088682
0.122,0.14027806752248762,0.2056102225088682
0.124,0.14027806752248762,0.2056102225088682
0.125,0.14027806752248762,
0.132,0.14027806752248762,0.2056102225088682
0.152,0.1513282967345134,
0.153,0.1513282967345134,0.22210245082231547
0.155,0.15680388376625984,
0.156,0.15680388376625984,0.2302893582715254
0.161,0.15952938182375148,0.23436801031925195
0.163,0.16224671563955653,
0.164,,0.2384367945823929
0.171,0.16495590966969745,0.24330631022250898
0.174,0.1676569882969389,0.24654475975491785
0.176,0.1703499758310066,
0.177,,0.2513905927120285
0.179,0.17303489650880668,
0.18,0.17303489650880668,0.25461325378910044
0.181,0.17303489650880668,0.25461325378910044
0.182,0.17303489650880668,
0.183,0.17303489650880668,0.25461325378910044
0.184,,0.25461325378910044
0.185,0.17303489650880668,0.25461325378910044
0.186,0.17303489650880668,0.25481442341180277
0.189,0.18528231339458426,0.274214101257659
