creatureKey,regulatingCount,batches
99,0,1882
99,1,364
99,2,228
99,3,169
99,4,131
99,5,252
99,6,76
99,7,53
99,8,42
99,9,41
99,10,52
99,11,25
99,12,17
99,13,16
99,14,7
99,15,12
99,16,13
99,17,7
99,18,7
99,19,7
99,20,10
99,21,5
99,22,4
99,23,2
99,24,2
99,25,10
99,26,1
99,27,4
99,28,2
99,29,2
99,30,8
99,31,3
99,32,4
99,34,1
99,35,3
99,36,3
99,37,1
99,38,2
99,39,1
99,40,1
99,42,3
99,43,1
99,44,2
99,45,2
99,51,1
99,52,1
99,57,1
99,59,1
99,60,1
99,63,1
99,77,1
99,82,1
99,85,1
99,90,1
99,95,1
99,107,1
99,118,1
99,129,1
99,144,1
99,162,1
99,164,1
