time,target distance,affordance,memory,random,short term memory,world model
23308.0,0,0,0,1,0,0
61599.0,0,1,0,1,0,0
61611.0,0,2,0,1,0,0
61615.0,0,3,0,1,0,0
61654.0,0,4,0,1,0,0
