creature_key,onset_cycle,batch_index,batch_size,loss
182,14,0,16,0.0013697807
182,14,1,12,0.0012890729
182,29,0,16,0.0013663147
182,29,1,16,8.0773194E-4
182,29,2,16,4.8684643E-4
182,29,3,1,0.0051101902
182,43,0,16,0.0013605335
182,43,1,16,8.035643E-4
182,43,2,16,4.8361384E-4
182,43,3,16,7.087689E-5
182,43,4,16,3.5738802E-4
182,43,5,2,0.0044528684
182,57,0,16,0.0013496862
182,57,1,16,7.961749E-4
182,57,2,16,4.776696E-4
182,57,3,16,6.992432E-5
182,57,4,16,3.5396722E-4
182,57,5,2,0.0044060373
182,74,0,16,0.0013375593
182,74,1,16,7.882679E-4
182,74,2,16,4.719065E-4
182,74,3,16,6.9283415E-5
182,74,4,16,3.5143303E-4
182,74,5,16,1.365107E-4
182,74,6,16,1.9773557E-4
182,74,7,3,0.0024542497
182,87,0,16,0.0013263588
182,87,1,16,7.823769E-4
182,87,2,16,4.6711834E-4
182,87,3,16,6.8925736E-5
182,87,4,16,3.5054958E-4
182,87,5,16,1.3608737E-4
182,87,6,16,1.9763735E-4
182,87,7,3,0.002451312
182,104,0,16,5.211542E-4
182,104,1,16,5.9293647E-4
182,104,2,16,3.1148338E-5
182,104,3,16,6.4377824E-4
182,104,4,16,2.3523547E-5
182,104,5,16,4.7435486E-4
182,104,6,16,2.0396052E-5
182,104,7,16,6.555287E-4
182,118,0,16,5.207428E-4
182,118,1,16,5.91807E-4
182,118,2,16,3.1115316E-5
182,118,3,16,6.4357213E-4
182,118,4,16,2.349085E-5
182,118,5,16,4.7354447E-4
182,118,6,16,2.043781E-5
182,118,7,16,6.5466267E-4
182,131,0,16,5.2059884E-4
182,131,1,16,5.9145084E-4
182,131,2,16,3.1115283E-5
182,131,3,16,6.432987E-4
182,131,4,16,2.347888E-5
182,131,5,16,4.7288014E-4
182,131,6,16,2.048297E-5
182,131,7,16,6.5385E-4
182,152,0,16,3.7511458E-5
182,152,1,16,4.2925164E-4
182,152,2,16,3.212717E-5
182,152,3,16,6.08509E-4
182,152,4,16,2.272258E-5
182,152,5,16,2.1434932E-4
182,152,6,16,1.9813866E-5
182,152,7,16,6.506242E-4
182,168,0,16,3.7206704E-5
182,168,1,16,4.2918904E-4
182,168,2,16,3.2092754E-5
182,168,3,16,6.078634E-4
182,168,4,16,2.2737055E-5
182,168,5,16,2.1389245E-4
182,168,6,16,1.9814146E-5
