creatureKey,regulatingCount,batches
99,0,1680
99,1,363
99,2,245
99,3,169
99,4,130
99,5,243
99,6,55
99,7,65
99,8,50
99,9,34
99,10,68
99,11,26
99,12,26
99,13,27
99,14,11
99,15,22
99,16,7
99,17,9
99,18,13
99,19,9
99,20,10
99,21,8
99,22,7
99,23,4
99,24,4
99,25,4
99,26,4
99,27,3
99,28,3
99,29,2
99,30,4
99,31,4
99,32,4
99,33,1
99,34,1
99,35,2
99,36,1
99,37,4
99,38,1
99,40,2
99,41,1
99,45,3
99,46,1
99,48,3
99,49,1
99,50,1
99,66,1
99,67,1
99,68,1
99,73,1
99,75,1
99,79,1
99,80,1
99,84,1
99,88,1
99,92,1
99,112,1
99,198,1
