creatureKey,regulatingCount,batches
92,0,1765
92,1,354
92,2,236
92,3,166
92,4,135
92,5,255
92,6,57
92,7,52
92,8,53
92,9,35
92,10,66
92,11,24
92,12,26
92,13,25
92,14,17
92,15,23
92,16,22
92,17,7
92,18,9
92,19,8
92,20,11
92,21,12
92,22,5
92,23,8
92,24,5
92,25,7
92,26,5
92,27,4
92,28,3
92,29,3
92,30,6
92,31,3
92,32,4
92,33,1
92,34,5
92,35,3
92,36,1
92,37,2
92,38,2
92,39,2
92,40,3
92,41,2
92,42,5
92,43,1
92,44,2
92,45,2
92,47,1
92,48,1
92,51,1
92,53,1
92,55,2
92,56,1
92,58,3
92,59,2
92,60,1
92,62,2
92,63,1
92,64,4
92,67,1
92,68,1
92,75,1
92,79,1
92,90,2
92,94,1
92,99,1
92,110,1
92,124,1
92,131,1
92,136,1
92,144,1
92,176,1
92,199,1
92,238,1
92,327,1
92,428,1
92,564,1
92,771,1
92,1055,1
