creatureKey,regulatingCount,batches
96,0,1644
96,1,309
96,2,203
96,3,124
96,4,105
96,5,264
96,6,58
96,7,55
96,8,39
96,9,25
96,10,44
96,11,17
96,12,18
96,13,21
96,14,19
96,15,16
96,16,13
96,17,9
96,18,6
96,19,9
96,20,12
96,21,4
96,22,3
96,23,4
96,24,3
96,25,5
96,26,9
96,27,7
96,28,2
96,29,1
96,30,4
96,31,4
96,32,1
96,33,1
96,34,1
96,35,2
96,36,2
96,37,1
96,38,1
96,39,1
96,40,1
96,42,3
96,43,1
96,45,2
96,46,3
96,47,2
96,49,3
96,51,1
96,52,1
96,53,1
96,56,1
96,60,1
96,61,1
96,63,1
96,64,2
96,69,1
96,74,1
96,75,1
96,81,1
96,85,1
96,94,1
96,105,1
96,110,1
