creatureKey,regulatingCount,batches
97,0,1654
97,1,320
97,2,186
97,3,155
97,4,136
97,5,263
97,6,53
97,7,46
97,8,28
97,9,43
97,10,53
97,11,15
97,12,26
97,13,18
97,14,9
97,15,19
97,16,14
97,17,4
97,18,16
97,19,2
97,20,5
97,21,10
97,22,4
97,23,5
97,24,4
97,25,5
97,26,6
97,27,6
97,28,3
97,29,4
97,30,7
97,31,7
97,32,2
97,33,1
97,34,2
97,35,4
97,37,2
97,38,1
97,39,1
97,40,1
97,42,2
97,44,2
97,46,2
97,47,4
97,49,1
97,52,1
97,57,1
97,58,3
97,59,1
97,61,1
97,62,3
97,65,1
97,66,1
97,67,1
97,68,1
97,73,1
97,75,1
97,87,1
97,100,1
97,102,1
97,105,1
97,107,1
97,108,1
97,113,1
97,114,1
97,143,1
97,192,1
97,265,1
97,347,1
97,484,1
97,637,1
97,872,1
